stid,stname,province,city,district,address,longitude,latitude,user_id,platform,create_time,goods_name,goods_number,market_price,actual_price,subtotal,date,num
176517,中海油宝龙加油加气站,广东省,深圳市,宝安区,广东省深圳市宝安区金龙路,114.043703,22.601381,57455,1001,1430111329,国五92#车用汽油,31.298905,63900,60900,19046,2015/04/27,1
176517,中海油宝龙加油加气站,广东省,深圳市,宝安区,广东省深圳市宝安区金龙路,114.043703,22.601381,58026,1001,1430278690,国五98#车用汽油,1139.487179,78000,78000,863693,2015/04/29,1
176517,中海油宝龙加油加气站,广东省,深圳市,宝安区,广东省深圳市宝安区金龙路,114.043703,22.601381,57827,1001,1430210576,国五95#车用汽油,26.530612,73500,73500,19110,2015/04/28,1
176517,中海油宝龙加油加气站,广东省,深圳市,宝安区,广东省深圳市宝安区金龙路,114.043703,22.601381,57679,1001,1430188811,国五92#车用汽油,65.479310,58000,57000,37978,2015/04/28,1
176517,中海油宝龙加油加气站,广东省,深圳市,宝安区,广东省深圳市宝安区金龙路,114.043703,22.601381,57687,1001,1430190064,国五92#车用汽油,31.206897,58000,57000,18100,2015/04/28,1
176517,中海油宝龙加油加气站,广东省,深圳市,宝安区,广东省深圳市宝安区金龙路,114.043703,22.601381,57977,1001,1430273156,国五98#车用汽油,30.837563,78800,78800,23814,2015/04/29,1
176517,中海油宝龙加油加气站,广东省,深圳市,宝安区,广东省深圳市宝安区金龙路,114.043703,22.601381,57765,1001,1430202427,oil93,46.224961,64900,61900,28613,2015/04/28,1
176517,中海油宝龙加油加气站,广东省,深圳市,宝安区,广东省深圳市宝安区金龙路,114.043703,22.601381,57771,1001,1430203776,国五92#车用汽油,31.298905,63900,60900,19046,2015/04/28,1
176517,中海油宝龙加油加气站,广东省,深圳市,宝安区,广东省深圳市宝安区金龙路,114.043703,22.601381,58055,1001,1430283360,国五92#车用汽油,30.349014,65900,64400,19040,2015/04/29,1
176517,中海油宝龙加油加气站,广东省,深圳市,宝安区,广东省深圳市宝安区金龙路,114.043703,22.601381,56675,3001,1430294423,oil97,43.795620,68500,64500,28248,2015/04/29,1
176517,中海油宝龙加油加气站,广东省,深圳市,宝安区,广东省深圳市宝安区金龙路,114.043703,22.601381,57834,1001,1430213346,国五95#车用汽油,47.619048,63000,62000,30000,2015/04/28,1
176517,中海油宝龙加油加气站,广东省,深圳市,宝安区,广东省深圳市宝安区金龙路,114.043703,22.601381,58300,1001,1430360227,oil97,52.631579,70300,67300,35421,2015/04/30,1
176517,中海油宝龙加油加气站,广东省,深圳市,宝安区,广东省深圳市宝安区金龙路,114.043703,22.601381,57792,1001,1430206833,国五92#车用汽油,27.586207,58000,57000,16000,2015/04/28,1
176517,中海油宝龙加油加气站,广东省,深圳市,宝安区,广东省深圳市宝安区金龙路,114.043703,22.601381,57794,1001,1430207413,oil93,32.000000,62500,57500,18400,2015/04/28,1
176517,中海油宝龙加油加气站,广东省,深圳市,宝安区,广东省深圳市宝安区金龙路,114.043703,22.601381,58353,1001,1430380458,国五98#车用汽油,1281.923077,78000,78000,973342,2015/04/30,1
176517,中海油宝龙加油加气站,广东省,深圳市,宝安区,广东省深圳市宝安区金龙路,114.043703,22.601381,58059,1001,1430465501,国五95#车用汽油,51.152738,69400,66400,33941,2015/05/01,1
176517,中海油宝龙加油加气站,广东省,深圳市,宝安区,广东省深圳市宝安区金龙路,114.043703,22.601381,57973,1001,1430273049,国五95#车用汽油,32.017687,73500,73500,23062,2015/04/29,1
