stid,stname,province,city,district,address,longitude,latitude,user_id,platform,create_time,goods_name,goods_number,market_price,actual_price,subtotal,date,num
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,26066,1001,1419926372,国五92#车用汽油,33.613445,59500,58100,19358,2014/12/30,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,26439,1001,1419947345,国五95#车用汽油,46.583851,64400,63000,29111,2014/12/30,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,26193,1001,1419930677,国五95#车用汽油,62.111801,64400,63000,38815,2014/12/30,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,27140,1001,1420168523,国五92#车用汽油,33.613445,59500,58100,19358,2015/01/02,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,427,1001,1420190253,国五95#车用汽油,24.844720,64400,63000,15526,2015/01/02,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,27220,1001,1420186847,国五92#车用汽油,36.974790,59500,58100,21294,2015/01/02,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,27224,1001,1420190226,国五92#车用汽油,33.613445,59500,58100,19358,2015/01/02,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,26937,1001,1421056493,国五95#车用汽油,46.583851,64400,63000,29111,2015/01/12,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,26604,1001,1421042017,国五95#车用汽油,66.770186,64400,63000,41726,2015/01/12,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,32036,1001,1421823202,国五95#车用汽油,31.055901,64400,63000,19182,2015/01/21,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,30930,3001,1421914661,国五92#车用汽油,5.882353,59500,58100,3356,2015/01/22,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,32649,1001,1421920523,国五92#车用汽油,16.806723,59500,58100,9589,2015/01/22,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,33039,1001,1421998884,国五92#车用汽油,16.806723,59500,58100,9589,2015/01/23,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,33084,1001,1422003854,国五92#车用汽油,33.613445,59500,58100,19179,2015/01/23,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,27237,1001,1420195543,国五92#车用汽油,16.806723,59500,58100,9679,2015/01/02,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,26731,1001,1420016177,国五92#车用汽油,33.613445,59500,58100,19358,2014/12/31,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,27218,1001,1420185264,国五92#车用汽油,33.613445,59500,58100,19358,2015/01/02,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,34254,1001,1422195398,国五95#车用汽油,46.583851,64400,63000,28773,2015/01/25,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,27821,1001,1422352472,国五92#车用汽油,16.051364,62300,62300,10000,2015/01/27,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,29834,1001,1421215754,国五98#车用汽油,57.971014,69000,67600,38416,2015/01/14,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,31135,1001,1421715669,国五95#车用汽油,14.751553,64400,63000,9111,2015/01/20,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,35436,1001,1422515523,国五92#车用汽油,16.806723,59500,58100,9690,2015/01/29,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,35569,1001,1422537764,国五95#车用汽油,38.819876,64400,63000,24244,2015/01/29,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,31675,1001,1421744020,国五92#车用汽油,50.420168,59500,58100,28768,2015/01/20,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,26622,1001,1422961236,国五95#车用汽油,46.583851,64400,63000,29092,2015/02/03,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,27576,1001,1422002397,国五92#车用汽油,16.806723,59500,58100,9589,2015/01/23,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,33173,1001,1422015163,国五95#车用汽油,31.055901,64400,63000,19182,2015/01/23,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,7264,1001,1422806526,国五95#车用汽油,4.658385,64400,63000,2909,2015/02/02,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,34897,1001,1423117465,国五98#车用汽油,72.335025,78800,78800,54743,2015/02/05,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,33625,1001,1423072987,国五95#车用汽油,46.583851,64400,63000,29092,2015/02/05,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,34543,1001,1423125533,国五92#车用汽油,33.613445,59500,58100,19379,2015/02/05,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,37348,1001,1423221244,国五92#车用汽油,33.613445,59500,58100,19379,2015/02/06,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,34472,1001,1422252748,国五92#车用汽油,62.184874,59500,58100,35481,2015/01/26,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,34557,1001,1422263188,国五95#车用汽油,31.055901,64400,63000,19182,2015/01/26,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,32626,1001,1423737983,国五92#车用汽油,33.613445,59500,58100,19403,2015/02/12,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,37857,1001,1423731832,国五95#车用汽油,4.658385,64400,63000,2908,2015/02/12,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,26952,1001,1420092069,国五92#车用汽油,25.210084,59500,58100,14518,2015/01/01,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,27222,1001,1420188542,国五95#车用汽油,46.583851,64400,63000,29111,2015/01/02,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,25946,1001,1419919646,国五95#车用汽油,31.055901,64400,63000,19407,2014/12/30,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,225,1001,1420081944,国五92#车用汽油,16.806723,59500,58100,9679,2015/01/01,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,26734,1001,1420016805,国五92#车用汽油,33.613445,59500,58100,19358,2014/12/31,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,26937,1001,1420088011,国五95#车用汽油,46.583851,64400,63000,29111,2015/01/01,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,27602,1001,1420351179,国五92#车用汽油,45.378151,59500,58100,26133,2015/01/04,1
146541,中航油第五加油站,广东省,深圳市,宝安区,广东省深圳市宝安区宝安大道辅路,113.843813,22.628167,27584,1001,1420348228,国五92#车用汽油,18.487395,59500,58100,10647,2015/01/04,1
