time,Y,m,d,H,M,S,w,yweek,yday
1453343301,2016,01,21,10,28,21,4,03,021
1453352730,2016,01,21,13,05,30,4,03,021
1453367031,2016,01,21,17,03,51,4,03,021
1453352821,2016,01,21,13,07,01,4,03,021
1453344057,2016,01,21,10,40,57,4,03,021
1453363164,2016,01,21,15,59,24,4,03,021
1453365212,2016,01,21,16,33,32,4,03,021
1453365409,2016,01,21,16,36,49,4,03,021
1453344180,2016,01,21,10,43,00,4,03,021
1453344339,2016,01,21,10,45,39,4,03,021
1453354192,2016,01,21,13,29,52,4,03,021
1453345381,2016,01,21,11,03,01,4,03,021
1453344883,2016,01,21,10,54,43,4,03,021
1453368325,2016,01,21,17,25,25,4,03,021
1453369140,2016,01,21,17,39,00,4,03,021
1453369273,2016,01,21,17,41,13,4,03,021
1453366170,2016,01,21,16,49,30,4,03,021
1453367991,2016,01,21,17,19,51,4,03,021
1453345891,2016,01,21,11,11,31,4,03,021
1453367606,2016,01,21,17,13,26,4,03,021
1453371657,2016,01,21,18,20,57,4,03,021
1453356332,2016,01,21,14,05,32,4,03,021
1453370336,2016,01,21,17,58,56,4,03,021
1453371573,2016,01,21,18,19,33,4,03,021
1453369039,2016,01,21,17,37,19,4,03,021
1453356796,2016,01,21,14,13,16,4,03,021
1453369866,2016,01,21,17,51,06,4,03,021
1453368913,2016,01,21,17,35,13,4,03,021
1453372178,2016,01,21,18,29,38,4,03,021
1453370870,2016,01,21,18,07,50,4,03,021
1453370220,2016,01,21,17,57,00,4,03,021
1453370667,2016,01,21,18,04,27,4,03,021
1453370361,2016,01,21,17,59,21,4,03,021
1453372144,2016,01,21,18,29,04,4,03,021
1453371970,2016,01,21,18,26,10,4,03,021
1453349405,2016,01,21,12,10,05,4,03,021
1453349540,2016,01,21,12,12,20,4,03,021
1453373431,2016,01,21,18,50,31,4,03,021
1453373910,2016,01,21,18,58,30,4,03,021
1453372374,2016,01,21,18,32,54,4,03,021
1453374436,2016,01,21,19,07,16,4,03,021
1453374866,2016,01,21,19,14,26,4,03,021
1453374707,2016,01,21,19,11,47,4,03,021
1453369984,2016,01,21,17,53,04,4,03,021
1453377062,2016,01,21,19,51,02,4,03,021
1453376889,2016,01,21,19,48,09,4,03,021
1453376759,2016,01,21,19,45,59,4,03,021
1453374845,2016,01,21,19,14,05,4,03,021
1453373652,2016,01,21,18,54,12,4,03,021
1453366114,2016,01,21,16,48,34,4,03,021
1453355957,2016,01,21,13,59,17,4,03,021
1453374647,2016,01,21,19,10,47,4,03,021
1453355788,2016,01,21,13,56,28,4,03,021
1453374819,2016,01,21,19,13,39,4,03,021
1453368377,2016,01,21,17,26,17,4,03,021
1453377573,2016,01,21,19,59,33,4,03,021
1453374834,2016,01,21,19,13,54,4,03,021
1453378217,2016,01,21,20,10,17,4,03,021
1453377862,2016,01,21,20,04,22,4,03,021
1453376414,2016,01,21,19,40,14,4,03,021
1453358977,2016,01,21,14,49,37,4,03,021
1453380431,2016,01,21,20,47,11,4,03,021
1453376582,2016,01,21,19,43,02,4,03,021
1453369592,2016,01,21,17,46,32,4,03,021
1453359899,2016,01,21,15,04,59,4,03,021
1453380437,2016,01,21,20,47,17,4,03,021
1453376788,2016,01,21,19,46,28,4,03,021
1453380140,2016,01,21,20,42,20,4,03,021
1453369644,2016,01,21,17,47,24,4,03,021
1453358323,2016,01,21,14,38,43,4,03,021
1453378086,2016,01,21,20,08,06,4,03,021
1453378741,2016,01,21,20,19,01,4,03,021
1453378027,2016,01,21,20,07,07,4,03,021
1453380545,2016,01,21,20,49,05,4,03,021
1453380509,2016,01,21,20,48,29,4,03,021
1453377735,2016,01,21,20,02,15,4,03,021
1453361470,2016,01,21,15,31,10,4,03,021
1453381421,2016,01,21,21,03,41,4,03,021
1453381610,2016,01,21,21,06,50,4,03,021
1453381576,2016,01,21,21,06,16,4,03,021
1453381462,2016,01,21,21,04,22,4,03,021
1453362990,2016,01,21,15,56,30,4,03,021
1453362072,2016,01,21,15,41,12,4,03,021
1453362210,2016,01,21,15,43,30,4,03,021
1453379108,2016,01,21,20,25,08,4,03,021
1453381400,2016,01,21,21,03,20,4,03,021
1453363849,2016,01,21,16,10,49,4,03,021
1453382076,2016,01,21,21,14,36,4,03,021
1453380705,2016,01,21,20,51,45,4,03,021
1453379970,2016,01,21,20,39,30,4,03,021
1453382561,2016,01,21,21,22,41,4,03,021
1453381066,2016,01,21,20,57,46,4,03,021
1453383634,2016,01,21,21,40,34,4,03,021
1453384271,2016,01,21,21,51,11,4,03,021
1453377270,2016,01,21,19,54,30,4,03,021
1453367179,2016,01,21,17,06,19,4,03,021
1453366674,2016,01,21,16,57,54,4,03,021
1453381215,2016,01,21,21,00,15,4,03,021
1453380831,2016,01,21,20,53,51,4,03,021
1453387783,2016,01,21,22,49,43,4,03,021
1453388627,2016,01,21,23,03,47,4,03,021
1453386741,2016,01,21,22,32,21,4,03,021
1453382193,2016,01,21,21,16,33,4,03,021
1453384885,2016,01,21,22,01,25,4,03,021
1453390792,2016,01,21,23,39,52,4,03,021
1453370467,2016,01,21,18,01,07,4,03,021
1453381321,2016,01,21,21,02,01,4,03,021
1453387524,2016,01,21,22,45,24,4,03,021
1453388602,2016,01,21,23,03,22,4,03,021
1453388580,2016,01,21,23,03,00,4,03,021
1453381414,2016,01,21,21,03,34,4,03,021
1453389443,2016,01,21,23,17,23,4,03,021
1453390067,2016,01,21,23,27,47,4,03,021
1453370690,2016,01,21,18,04,50,4,03,021
1453392113,2016,01,22,00,01,53,5,03,022
1453395037,2016,01,22,00,50,37,5,03,022
1453390316,2016,01,21,23,31,56,4,03,021
1453388331,2016,01,21,22,58,51,4,03,021
1453389101,2016,01,21,23,11,41,4,03,021
1453385493,2016,01,21,22,11,33,4,03,021
1453388238,2016,01,21,22,57,18,4,03,021
1453371217,2016,01,21,18,13,37,4,03,021
1453396350,2016,01,22,01,12,30,5,03,022
1453395073,2016,01,22,00,51,13,5,03,022
1453371390,2016,01,21,18,16,30,4,03,021
1453371984,2016,01,21,18,26,24,4,03,021
1453372915,2016,01,21,18,41,55,4,03,021
1453388618,2016,01,21,23,03,38,4,03,021
1453387957,2016,01,21,22,52,37,4,03,021
1453381882,2016,01,21,21,11,22,4,03,021
1453373726,2016,01,21,18,55,26,4,03,021
1453401100,2016,01,22,02,31,40,5,03,022
1453419442,2016,01,22,07,37,22,5,03,022
1453387391,2016,01,21,22,43,11,4,03,021
1453391877,2016,01,21,23,57,57,4,03,021
1453390215,2016,01,21,23,30,15,4,03,021
1453419954,2016,01,22,07,45,54,5,03,022
1453421495,2016,01,22,08,11,35,5,03,022
1453389880,2016,01,21,23,24,40,4,03,021
1453414292,2016,01,22,06,11,32,5,03,022
1453411275,2016,01,22,05,21,15,5,03,022
1453391186,2016,01,21,23,46,26,4,03,021
1453405692,2016,01,22,03,48,12,5,03,022
1453398739,2016,01,22,01,52,19,5,03,022
1453391694,2016,01,21,23,54,54,4,03,021
1453420524,2016,01,22,07,55,24,5,03,022
1453380490,2016,01,21,20,48,10,4,03,021
1453420528,2016,01,22,07,55,28,5,03,022
1453380900,2016,01,21,20,55,00,4,03,021
1453420957,2016,01,22,08,02,37,5,03,022
1453421042,2016,01,22,08,04,02,5,03,022
1453383174,2016,01,21,21,32,54,4,03,021
1453389441,2016,01,21,23,17,21,4,03,021
1453421672,2016,01,22,08,14,32,5,03,022
1453392099,2016,01,22,00,01,39,5,03,022
1453391055,2016,01,21,23,44,15,4,03,021
1453387388,2016,01,21,22,43,08,4,03,021
1453376390,2016,01,21,19,39,50,4,03,021
1453393348,2016,01,22,00,22,28,5,03,022
1453393035,2016,01,22,00,17,15,5,03,022
1453399812,2016,01,22,02,10,12,5,03,022
1453376744,2016,01,21,19,45,44,4,03,021
1453422522,2016,01,22,08,28,42,5,03,022
1453422991,2016,01,22,08,36,31,5,03,022
1453378269,2016,01,21,20,11,09,4,03,021
1453422925,2016,01,22,08,35,25,5,03,022
1453377627,2016,01,21,20,00,27,4,03,021
1453401629,2016,01,22,02,40,29,5,03,022
1453417183,2016,01,22,06,59,43,5,03,022
1453423311,2016,01,22,08,41,51,5,03,022
1453423778,2016,01,22,08,49,38,5,03,022
1453417787,2016,01,22,07,09,47,5,03,022
1453424354,2016,01,22,08,59,14,5,03,022
1453380101,2016,01,21,20,41,41,4,03,021
1453424462,2016,01,22,09,01,02,5,03,022
1453424962,2016,01,22,09,09,22,5,03,022
1453425054,2016,01,22,09,10,54,5,03,022
1453424306,2016,01,22,08,58,26,5,03,022
1453424866,2016,01,22,09,07,46,5,03,022
1453424913,2016,01,22,09,08,33,5,03,022
1453419105,2016,01,22,07,31,45,5,03,022
1453380444,2016,01,21,20,47,24,4,03,021
1453380626,2016,01,21,20,50,26,4,03,021
1453380645,2016,01,21,20,50,45,4,03,021
1453424999,2016,01,22,09,09,59,5,03,022
1453426672,2016,01,22,09,37,52,5,03,022
1453427994,2016,01,22,09,59,54,5,03,022
1453426282,2016,01,22,09,31,22,5,03,022
1453428611,2016,01,22,10,10,11,5,03,022
1453425905,2016,01,22,09,25,05,5,03,022
1453426426,2016,01,22,09,33,46,5,03,022
1453426425,2016,01,22,09,33,45,5,03,022
1453428042,2016,01,22,10,00,42,5,03,022
1453427812,2016,01,22,09,56,52,5,03,022
1453423353,2016,01,22,08,42,33,5,03,022
1453430196,2016,01,22,10,36,36,5,03,022
1453427655,2016,01,22,09,54,15,5,03,022
1453381751,2016,01,21,21,09,11,4,03,021
1453428198,2016,01,22,10,03,18,5,03,022
1453429021,2016,01,22,10,17,01,5,03,022
1453382131,2016,01,21,21,15,31,4,03,021
1453430711,2016,01,22,10,45,11,5,03,022
1453430638,2016,01,22,10,43,58,5,03,022
1453429438,2016,01,22,10,23,58,5,03,022
1453425968,2016,01,22,09,26,08,5,03,022
1453430363,2016,01,22,10,39,23,5,03,022
1453429928,2016,01,22,10,32,08,5,03,022
1453431779,2016,01,22,11,02,59,5,03,022
1453430880,2016,01,22,10,48,00,5,03,022
1453433074,2016,01,22,11,24,34,5,03,022
1453431819,2016,01,22,11,03,39,5,03,022
1453389096,2016,01,21,23,11,36,4,03,021
1453432235,2016,01,22,11,10,35,5,03,022
1453388154,2016,01,21,22,55,54,4,03,021
1453434415,2016,01,22,11,46,55,5,03,022
1453428585,2016,01,22,10,09,45,5,03,022
1453432513,2016,01,22,11,15,13,5,03,022
1453433037,2016,01,22,11,23,57,5,03,022
1453388035,2016,01,21,22,53,55,4,03,021
1453432599,2016,01,22,11,16,39,5,03,022
1453432910,2016,01,22,11,21,50,5,03,022
1453432720,2016,01,22,11,18,40,5,03,022
1453436254,2016,01,22,12,17,34,5,03,022
1453389520,2016,01,21,23,18,40,4,03,021
1453388782,2016,01,21,23,06,22,4,03,021
1453435263,2016,01,22,12,01,03,5,03,022
1453430675,2016,01,22,10,44,35,5,03,022
1453433671,2016,01,22,11,34,31,5,03,022
1453436762,2016,01,22,12,26,02,5,03,022
1453432744,2016,01,22,11,19,04,5,03,022
1453433525,2016,01,22,11,32,05,5,03,022
1453430662,2016,01,22,10,44,22,5,03,022
1453436726,2016,01,22,12,25,26,5,03,022
1453436989,2016,01,22,12,29,49,5,03,022
1453434758,2016,01,22,11,52,38,5,03,022
1453394855,2016,01,22,00,47,35,5,03,022
1453431569,2016,01,22,10,59,29,5,03,022
1453437408,2016,01,22,12,36,48,5,03,022
1453437846,2016,01,22,12,44,06,5,03,022
1453438210,2016,01,22,12,50,10,5,03,022
1453438608,2016,01,22,12,56,48,5,03,022
1453436148,2016,01,22,12,15,48,5,03,022
1453403736,2016,01,22,03,15,36,5,03,022
1453439406,2016,01,22,13,10,06,5,03,022
1453436594,2016,01,22,12,23,14,5,03,022
1453439383,2016,01,22,13,09,43,5,03,022
1453419053,2016,01,22,07,30,53,5,03,022
1453439830,2016,01,22,13,17,10,5,03,022
1453436957,2016,01,22,12,29,17,5,03,022
1453416723,2016,01,22,06,52,03,5,03,022
1453416836,2016,01,22,06,53,56,5,03,022
1453419712,2016,01,22,07,41,52,5,03,022
1453436780,2016,01,22,12,26,20,5,03,022
1453436849,2016,01,22,12,27,29,5,03,022
1453438781,2016,01,22,12,59,41,5,03,022
1453435647,2016,01,22,12,07,27,5,03,022
1453441421,2016,01,22,13,43,41,5,03,022
1453442737,2016,01,22,14,05,37,5,03,022
1453441941,2016,01,22,13,52,21,5,03,022
1453441584,2016,01,22,13,46,24,5,03,022
1453442539,2016,01,22,14,02,19,5,03,022
1453443096,2016,01,22,14,11,36,5,03,022
1453439678,2016,01,22,13,14,38,5,03,022
1453441718,2016,01,22,13,48,38,5,03,022
1453443819,2016,01,22,14,23,39,5,03,022
1453443470,2016,01,22,14,17,50,5,03,022
1453438230,2016,01,22,12,50,30,5,03,022
1453423297,2016,01,22,08,41,37,5,03,022
1453424852,2016,01,22,09,07,32,5,03,022
1453444354,2016,01,22,14,32,34,5,03,022
1453424828,2016,01,22,09,07,08,5,03,022
1453425008,2016,01,22,09,10,08,5,03,022
1453444402,2016,01,22,14,33,22,5,03,022
1453441117,2016,01,22,13,38,37,5,03,022
1453445149,2016,01,22,14,45,49,5,03,022
1453445698,2016,01,22,14,54,58,5,03,022
1453440295,2016,01,22,13,24,55,5,03,022
1453427413,2016,01,22,09,50,13,5,03,022
1453428292,2016,01,22,10,04,52,5,03,022
1453441327,2016,01,22,13,42,07,5,03,022
1453447229,2016,01,22,15,20,29,5,03,022
1453441126,2016,01,22,13,38,46,5,03,022
1453426634,2016,01,22,09,37,14,5,03,022
1453446213,2016,01,22,15,03,33,5,03,022
1453448326,2016,01,22,15,38,46,5,03,022
1453445816,2016,01,22,14,56,56,5,03,022
1453445726,2016,01,22,14,55,26,5,03,022
1453431415,2016,01,22,10,56,55,5,03,022
1453447471,2016,01,22,15,24,31,5,03,022
1453436334,2016,01,22,12,18,54,5,03,022
1453446079,2016,01,22,15,01,19,5,03,022
1453435045,2016,01,22,11,57,25,5,03,022
1453433894,2016,01,22,11,38,14,5,03,022
1453447897,2016,01,22,15,31,37,5,03,022
1453447596,2016,01,22,15,26,36,5,03,022
1453433735,2016,01,22,11,35,35,5,03,022
1453440388,2016,01,22,13,26,28,5,03,022
1453441294,2016,01,22,13,41,34,5,03,022
1453435698,2016,01,22,12,08,18,5,03,022
1453431751,2016,01,22,11,02,31,5,03,022
1453432879,2016,01,22,11,21,19,5,03,022
1453441944,2016,01,22,13,52,24,5,03,022
1453447257,2016,01,22,15,20,57,5,03,022
1453439704,2016,01,22,13,15,04,5,03,022
1453437937,2016,01,22,12,45,37,5,03,022
1453441147,2016,01,22,13,39,07,5,03,022
1453443531,2016,01,22,14,18,51,5,03,022
1453443033,2016,01,22,14,10,33,5,03,022
1453442030,2016,01,22,13,53,50,5,03,022
1453445874,2016,01,22,14,57,54,5,03,022
1453446216,2016,01,22,15,03,36,5,03,022
1453446162,2016,01,22,15,02,42,5,03,022
1453446671,2016,01,22,15,11,11,5,03,022
1453428199,2016,01,22,10,03,19,5,03,022
1453449549,2016,01,22,15,59,09,5,03,022
1453431558,2016,01,22,10,59,18,5,03,022
1453451269,2016,01,22,16,27,49,5,03,022
1453451581,2016,01,22,16,33,01,5,03,022
1453431995,2016,01,22,11,06,35,5,03,022
1453451000,2016,01,22,16,23,20,5,03,022
1453451168,2016,01,22,16,26,08,5,03,022
1453451189,2016,01,22,16,26,29,5,03,022
1453452223,2016,01,22,16,43,43,5,03,022
1453452425,2016,01,22,16,47,05,5,03,022
1453452475,2016,01,22,16,47,55,5,03,022
1453451807,2016,01,22,16,36,47,5,03,022
1453452337,2016,01,22,16,45,37,5,03,022
1453451737,2016,01,22,16,35,37,5,03,022
1453452201,2016,01,22,16,43,21,5,03,022
1453454693,2016,01,22,17,24,53,5,03,022
1453453871,2016,01,22,17,11,11,5,03,022
1453453840,2016,01,22,17,10,40,5,03,022
1453453464,2016,01,22,17,04,24,5,03,022
1453435126,2016,01,22,11,58,46,5,03,022
1453453873,2016,01,22,17,11,13,5,03,022
1453454502,2016,01,22,17,21,42,5,03,022
1453454391,2016,01,22,17,19,51,5,03,022
1453454573,2016,01,22,17,22,53,5,03,022
1453455102,2016,01,22,17,31,42,5,03,022
1453455949,2016,01,22,17,45,49,5,03,022
1453456463,2016,01,22,17,54,23,5,03,022
1453456413,2016,01,22,17,53,33,5,03,022
1453455621,2016,01,22,17,40,21,5,03,022
1453456365,2016,01,22,17,52,45,5,03,022
1453455513,2016,01,22,17,38,33,5,03,022
1453455367,2016,01,22,17,36,07,5,03,022
1453456665,2016,01,22,17,57,45,5,03,022
1453458944,2016,01,22,18,35,44,5,03,022
1453457746,2016,01,22,18,15,46,5,03,022
1453458977,2016,01,22,18,36,17,5,03,022
1453460439,2016,01,22,19,00,39,5,03,022
1453461545,2016,01,22,19,19,05,5,03,022
1453461956,2016,01,22,19,25,56,5,03,022
1453461709,2016,01,22,19,21,49,5,03,022
1453443063,2016,01,22,14,11,03,5,03,022
1453462644,2016,01,22,19,37,24,5,03,022
1453461988,2016,01,22,19,26,28,5,03,022
1453462052,2016,01,22,19,27,32,5,03,022
1453460373,2016,01,22,18,59,33,5,03,022
1453444447,2016,01,22,14,34,07,5,03,022
1453462759,2016,01,22,19,39,19,5,03,022
1453462014,2016,01,22,19,26,54,5,03,022
1453462435,2016,01,22,19,33,55,5,03,022
1453462425,2016,01,22,19,33,45,5,03,022
1453464211,2016,01,22,20,03,31,5,03,022
1453464977,2016,01,22,20,16,17,5,03,022
1453446576,2016,01,22,15,09,36,5,03,022
1453464082,2016,01,22,20,01,22,5,03,022
1453447392,2016,01,22,15,23,12,5,03,022
1453464575,2016,01,22,20,09,35,5,03,022
1453467114,2016,01,22,20,51,54,5,03,022
1453466348,2016,01,22,20,39,08,5,03,022
1453451568,2016,01,22,16,32,48,5,03,022
1453466770,2016,01,22,20,46,10,5,03,022
1453455737,2016,01,22,17,42,17,5,03,022
1453453933,2016,01,22,17,12,13,5,03,022
1453456117,2016,01,22,17,48,37,5,03,022
1453454354,2016,01,22,17,19,14,5,03,022
1453467998,2016,01,22,21,06,38,5,03,022
1453468193,2016,01,22,21,09,53,5,03,022
1453468288,2016,01,22,21,11,28,5,03,022
1453468060,2016,01,22,21,07,40,5,03,022
1453468131,2016,01,22,21,08,51,5,03,022
1453468224,2016,01,22,21,10,24,5,03,022
1453469076,2016,01,22,21,24,36,5,03,022
1453469045,2016,01,22,21,24,05,5,03,022
1453468622,2016,01,22,21,17,02,5,03,022
1453468809,2016,01,22,21,20,09,5,03,022
1453469847,2016,01,22,21,37,27,5,03,022
1453451267,2016,01,22,16,27,47,5,03,022
1453470250,2016,01,22,21,44,10,5,03,022
1453470757,2016,01,22,21,52,37,5,03,022
1453461969,2016,01,22,19,26,09,5,03,022
1453472010,2016,01,22,22,13,30,5,03,022
1453471764,2016,01,22,22,09,24,5,03,022
1453471909,2016,01,22,22,11,49,5,03,022
1453471975,2016,01,22,22,12,55,5,03,022
1453472220,2016,01,22,22,17,00,5,03,022
1453472541,2016,01,22,22,22,21,5,03,022
1453472477,2016,01,22,22,21,17,5,03,022
1453454681,2016,01,22,17,24,41,5,03,022
1453472738,2016,01,22,22,25,38,5,03,022
1453473095,2016,01,22,22,31,35,5,03,022
1453472826,2016,01,22,22,27,06,5,03,022
1453472867,2016,01,22,22,27,47,5,03,022
1453473081,2016,01,22,22,31,21,5,03,022
1453473597,2016,01,22,22,39,57,5,03,022
1453456119,2016,01,22,17,48,39,5,03,022
1453474722,2016,01,22,22,58,42,5,03,022
1453474796,2016,01,22,22,59,56,5,03,022
1453475044,2016,01,22,23,04,04,5,03,022
1453454498,2016,01,22,17,21,38,5,03,022
1453476295,2016,01,22,23,24,55,5,03,022
1453476493,2016,01,22,23,28,13,5,03,022
1453476490,2016,01,22,23,28,10,5,03,022
1453476535,2016,01,22,23,28,55,5,03,022
1453476912,2016,01,22,23,35,12,5,03,022
1453455961,2016,01,22,17,46,01,5,03,022
1453476674,2016,01,22,23,31,14,5,03,022
1453469278,2016,01,22,21,27,58,5,03,022
1453458909,2016,01,22,18,35,09,5,03,022
1453476710,2016,01,22,23,31,50,5,03,022
1453479264,2016,01,23,00,14,24,6,03,023
1453477502,2016,01,22,23,45,02,5,03,022
1453479778,2016,01,23,00,22,58,6,03,023
1453477707,2016,01,22,23,48,27,5,03,022
1453457246,2016,01,22,18,07,26,5,03,022
1453480773,2016,01,23,00,39,33,6,03,023
1453480738,2016,01,23,00,38,58,6,03,023
1453481692,2016,01,23,00,54,52,6,03,023
1453481120,2016,01,23,00,45,20,6,03,023
1453480444,2016,01,23,00,34,04,6,03,023
1453479110,2016,01,23,00,11,50,6,03,023
1453459428,2016,01,22,18,43,48,5,03,022
1453481728,2016,01,23,00,55,28,6,03,023
1453480785,2016,01,23,00,39,45,6,03,023
1453482317,2016,01,23,01,05,17,6,03,023
1453482390,2016,01,23,01,06,30,6,03,023
1453481407,2016,01,23,00,50,07,6,03,023
1453480828,2016,01,23,00,40,28,6,03,023
1453471422,2016,01,22,22,03,42,5,03,022
1453483912,2016,01,23,01,31,52,6,03,023
1453483713,2016,01,23,01,28,33,6,03,023
1453482685,2016,01,23,01,11,25,6,03,023
1453487249,2016,01,23,02,27,29,6,03,023
1453471872,2016,01,22,22,11,12,5,03,022
1453489135,2016,01,23,02,58,55,6,03,023
1453494061,2016,01,23,04,21,01,6,03,023
1453503804,2016,01,23,07,03,24,6,03,023
1453499012,2016,01,23,05,43,32,6,03,023
1453497507,2016,01,23,05,18,27,6,03,023
1453495264,2016,01,23,04,41,04,6,03,023
1453496425,2016,01,23,05,00,25,6,03,023
1453502139,2016,01,23,06,35,39,6,03,023
1453505915,2016,01,23,07,38,35,6,03,023
1453505549,2016,01,23,07,32,29,6,03,023
1453503495,2016,01,23,06,58,15,6,03,023
1453506041,2016,01,23,07,40,41,6,03,023
1453505416,2016,01,23,07,30,16,6,03,023
1453504527,2016,01,23,07,15,27,6,03,023
1453460615,2016,01,22,19,03,35,5,03,022
1453506900,2016,01,23,07,55,00,6,03,023
1453463216,2016,01,22,19,46,56,5,03,022
1453509036,2016,01,23,08,30,36,6,03,023
1453507045,2016,01,23,07,57,25,6,03,023
1453478632,2016,01,23,00,03,52,6,03,023
1453507622,2016,01,23,08,07,02,6,03,023
1453508867,2016,01,23,08,27,47,6,03,023
1453506590,2016,01,23,07,49,50,6,03,023
1453511289,2016,01,23,09,08,09,6,03,023
1453507887,2016,01,23,08,11,27,6,03,023
1453509951,2016,01,23,08,45,51,6,03,023
1453506707,2016,01,23,07,51,47,6,03,023
1453508899,2016,01,23,08,28,19,6,03,023
1453511216,2016,01,23,09,06,56,6,03,023
1453510692,2016,01,23,08,58,12,6,03,023
1453507068,2016,01,23,07,57,48,6,03,023
1453510244,2016,01,23,08,50,44,6,03,023
1453508634,2016,01,23,08,23,54,6,03,023
1453486453,2016,01,23,02,14,13,6,03,023
1453484848,2016,01,23,01,47,28,6,03,023
1453512342,2016,01,23,09,25,42,6,03,023
1453512216,2016,01,23,09,23,36,6,03,023
1453512067,2016,01,23,09,21,07,6,03,023
1453510091,2016,01,23,08,48,11,6,03,023
1453512805,2016,01,23,09,33,25,6,03,023
1453511616,2016,01,23,09,13,36,6,03,023
1453512782,2016,01,23,09,33,02,6,03,023
1453512952,2016,01,23,09,35,52,6,03,023
1453512544,2016,01,23,09,29,04,6,03,023
1453464703,2016,01,22,20,11,43,5,03,022
1453466685,2016,01,22,20,44,45,5,03,022
1453514669,2016,01,23,10,04,29,6,03,023
1453468045,2016,01,22,21,07,25,5,03,022
1453511683,2016,01,23,09,14,43,6,03,023
1453512497,2016,01,23,09,28,17,6,03,023
1453513588,2016,01,23,09,46,28,6,03,023
1453514167,2016,01,23,09,56,07,6,03,023
1453515074,2016,01,23,10,11,14,6,03,023
1453514983,2016,01,23,10,09,43,6,03,023
1453512655,2016,01,23,09,30,55,6,03,023
1453471839,2016,01,22,22,10,39,5,03,022
1453513726,2016,01,23,09,48,46,6,03,023
1453514353,2016,01,23,09,59,13,6,03,023
1453516348,2016,01,23,10,32,28,6,03,023
1453514572,2016,01,23,10,02,52,6,03,023
1453517160,2016,01,23,10,46,00,6,03,023
1453517696,2016,01,23,10,54,56,6,03,023
1453517192,2016,01,23,10,46,32,6,03,023
1453510442,2016,01,23,08,54,02,6,03,023
1453468612,2016,01,22,21,16,52,5,03,022
1453516464,2016,01,23,10,34,24,6,03,023
1453516961,2016,01,23,10,42,41,6,03,023
1453517782,2016,01,23,10,56,22,6,03,023
1453516171,2016,01,23,10,29,31,6,03,023
1453469482,2016,01,22,21,31,22,5,03,022
1453469495,2016,01,22,21,31,35,5,03,022
1453518884,2016,01,23,11,14,44,6,03,023
1453520041,2016,01,23,11,34,01,6,03,023
1453516969,2016,01,23,10,42,49,6,03,023
1453518941,2016,01,23,11,15,41,6,03,023
1453519747,2016,01,23,11,29,07,6,03,023
1453519598,2016,01,23,11,26,38,6,03,023
1453519575,2016,01,23,11,26,15,6,03,023
1453471709,2016,01,22,22,08,29,5,03,022
1453517950,2016,01,23,10,59,10,6,03,023
1453520555,2016,01,23,11,42,35,6,03,023
1453518395,2016,01,23,11,06,35,6,03,023
1453521619,2016,01,23,12,00,19,6,03,023
1453478120,2016,01,22,23,55,20,5,03,022
1453522147,2016,01,23,12,09,07,6,03,023
1453521652,2016,01,23,12,00,52,6,03,023
1453522257,2016,01,23,12,10,57,6,03,023
1453481324,2016,01,23,00,48,44,6,03,023
1453522285,2016,01,23,12,11,25,6,03,023
1453521313,2016,01,23,11,55,13,6,03,023
1453522886,2016,01,23,12,21,26,6,03,023
1453522406,2016,01,23,12,13,26,6,03,023
1453522596,2016,01,23,12,16,36,6,03,023
1453520412,2016,01,23,11,40,12,6,03,023
1453483614,2016,01,23,01,26,54,6,03,023
1453522721,2016,01,23,12,18,41,6,03,023
1453525130,2016,01,23,12,58,50,6,03,023
1453476394,2016,01,22,23,26,34,5,03,022
1453521202,2016,01,23,11,53,22,6,03,023
1453523719,2016,01,23,12,35,19,6,03,023
1453523761,2016,01,23,12,36,01,6,03,023
1453523666,2016,01,23,12,34,26,6,03,023
1453517312,2016,01,23,10,48,32,6,03,023
1453521900,2016,01,23,12,05,00,6,03,023
1453522957,2016,01,23,12,22,37,6,03,023
1453523591,2016,01,23,12,33,11,6,03,023
1453525082,2016,01,23,12,58,02,6,03,023
1453524043,2016,01,23,12,40,43,6,03,023
1453525917,2016,01,23,13,11,57,6,03,023
1453527508,2016,01,23,13,38,28,6,03,023
1453524014,2016,01,23,12,40,14,6,03,023
1453524036,2016,01,23,12,40,36,6,03,023
1453528483,2016,01,23,13,54,43,6,03,023
1453509390,2016,01,23,08,36,30,6,03,023
1453525211,2016,01,23,13,00,11,6,03,023
1453489489,2016,01,23,03,04,49,6,03,023
1453527549,2016,01,23,13,39,09,6,03,023
1453520261,2016,01,23,11,37,41,6,03,023
1453528602,2016,01,23,13,56,42,6,03,023
1453530198,2016,01,23,14,23,18,6,03,023
1453530432,2016,01,23,14,27,12,6,03,023
1453529169,2016,01,23,14,06,09,6,03,023
1453512457,2016,01,23,09,27,37,6,03,023
1453504791,2016,01,23,07,19,51,6,03,023
1453522799,2016,01,23,12,19,59,6,03,023
1453531182,2016,01,23,14,39,42,6,03,023
1453527550,2016,01,23,13,39,10,6,03,023
1453510300,2016,01,23,08,51,40,6,03,023
1453514188,2016,01,23,09,56,28,6,03,023
1453529307,2016,01,23,14,08,27,6,03,023
1453531733,2016,01,23,14,48,53,6,03,023
1453529765,2016,01,23,14,16,05,6,03,023
1453531815,2016,01,23,14,50,15,6,03,023
1453530354,2016,01,23,14,25,54,6,03,023
1453525250,2016,01,23,13,00,50,6,03,023
1453531326,2016,01,23,14,42,06,6,03,023
