Y,m,d,H,w,M
2015,11,12,16,4,16
2015,11,12,17,4,21
2015,11,12,18,4,23
2015,11,12,19,4,23
2015,11,12,20,4,24
2015,11,12,21,4,18
2015,11,12,22,4,24
2015,11,12,23,4,14
2015,11,13,00,5,8
2015,11,13,01,5,4
2015,11,13,02,5,3
2015,11,13,03,5,4
2015,11,13,04,5,2
2015,11,13,05,5,2
2015,11,13,06,5,5
2015,11,13,07,5,14
2015,11,13,08,5,29
2015,11,13,09,5,24
2015,11,13,10,5,16
2015,11,13,11,5,17
2015,11,13,12,5,21
2015,11,13,13,5,26
2015,11,13,14,5,11
2015,11,13,15,5,16
2015,11,13,16,5,17
2015,11,13,17,5,22
2015,11,13,18,5,21
2015,11,13,19,5,30
2015,11,13,20,5,26
2015,11,13,21,5,19
2015,11,13,22,5,25
2015,11,13,23,5,18
2015,11,14,00,6,15
2015,11,14,01,6,8
2015,11,14,02,6,4
2015,11,14,03,6,2
2015,11,14,04,6,1
2015,11,14,05,6,2
2015,11,14,06,6,1
2015,11,14,07,6,19
2015,11,14,08,6,25
2015,11,14,09,6,23
2015,11,14,10,6,36
2015,11,14,11,6,15
2015,11,14,12,6,23
2015,11,14,13,6,25
2015,11,14,14,6,28
2015,11,14,15,6,21
2015,11,14,16,6,21
2015,11,14,17,6,14
2015,11,14,18,6,13
2015,11,14,19,6,22
2015,11,14,20,6,24
2015,11,14,21,6,20
2015,11,14,22,6,15
2015,11,14,23,6,10
2015,11,15,00,0,14
2015,11,15,01,0,8
2015,11,15,02,0,2
2015,11,15,03,0,6
2015,11,15,04,0,1
2015,11,15,05,0,1
2015,11,15,06,0,3
2015,11,15,07,0,3
2015,11,15,08,0,10
2015,11,15,09,0,16
2015,11,15,10,0,18
2015,11,15,11,0,20
2015,11,15,12,0,15
2015,11,15,13,0,20
2015,11,15,14,0,24
2015,11,15,15,0,16
2015,11,15,16,0,27
2015,11,15,17,0,19
2015,11,15,18,0,20
2015,11,15,19,0,16
2015,11,15,20,0,16
2015,11,15,21,0,14
2015,11,15,22,0,23
2015,11,15,23,0,14
2015,11,16,00,1,18
2015,11,16,01,1,4
2015,11,16,02,1,6
2015,11,16,03,1,6
2015,11,16,04,1,4
2015,11,16,05,1,7
2015,11,16,06,1,3
2015,11,16,07,1,16
2015,11,16,08,1,42
2015,11,16,09,1,22
2015,11,16,10,1,21
2015,11,16,11,1,19
2015,11,16,12,1,13
2015,11,16,13,1,23
2015,11,16,14,1,16
2015,11,16,15,1,21
2015,11,16,16,1,21
2015,11,16,17,1,32
2015,11,16,18,1,25
2015,11,16,19,1,23
2015,11,16,20,1,31
2015,11,16,21,1,27
2015,11,16,22,1,20
2015,11,16,23,1,7
2015,11,17,00,2,14
2015,11,17,01,2,11
2015,11,17,02,2,3
2015,11,17,03,2,1
2015,11,17,05,2,1
2015,11,17,06,2,1
2015,11,17,07,2,17
2015,11,17,08,2,19
2015,11,17,09,2,29
2015,11,17,10,2,24
2015,11,17,11,2,23
2015,11,17,12,2,21
2015,11,17,13,2,21
2015,11,17,14,2,27
2015,11,17,15,2,20
2015,11,17,16,2,32
2015,11,17,17,2,22
2015,11,17,18,2,24
2015,11,17,19,2,21
2015,11,17,20,2,26
2015,11,17,21,2,15
2015,11,17,22,2,15
2015,11,17,23,2,18
2015,11,18,00,3,12
2015,11,18,01,3,4
2015,11,18,02,3,3
2015,11,18,03,3,4
2015,11,18,04,3,3
2015,11,18,05,3,1
2015,11,18,06,3,4
2015,11,18,07,3,10
2015,11,18,08,3,19
2015,11,18,09,3,22
2015,11,18,10,3,20
2015,11,18,11,3,14
2015,11,18,12,3,18
2015,11,18,13,3,18
2015,11,18,14,3,22
2015,11,18,15,3,15
2015,11,18,16,3,26
2015,11,18,17,3,24
2015,11,18,18,3,21
2015,11,18,19,3,21
2015,11,18,20,3,38
2015,11,18,21,3,15
2015,11,18,22,3,19
2015,11,18,23,3,23
2015,11,19,00,4,9
2015,11,19,01,4,11
2015,11,19,02,4,2
2015,11,19,05,4,2
2015,11,19,06,4,2
2015,11,19,07,4,17
2015,11,19,08,4,35
2015,11,19,09,4,25
2015,11,19,10,4,38
2015,11,19,11,4,24
2015,11,19,12,4,18
2015,11,19,13,4,17
2015,11,19,14,4,27
2015,11,19,15,4,18
2015,11,19,16,4,25
2015,11,19,17,4,25
2015,11,19,18,4,23
2015,11,19,19,4,21
2015,11,19,20,4,28
2015,11,19,21,4,16
2015,11,19,22,4,14
2015,11,19,23,4,20
2015,11,20,00,5,12
2015,11,20,01,5,6
2015,11,20,02,5,7
2015,11,20,03,5,5
2015,11,20,04,5,3
2015,11,20,05,5,1
2015,11,20,06,5,2
2015,11,20,07,5,13
2015,11,20,08,5,42
2015,11,20,09,5,15
2015,11,20,10,5,27
2015,11,20,11,5,21
2015,11,20,12,5,16
2015,11,20,13,5,18
2015,11,20,14,5,23
2015,11,20,15,5,23
2015,11,20,16,5,16
2015,11,20,17,5,18
2015,11,20,18,5,23
2015,11,20,19,5,17
2015,11,20,20,5,27
2015,11,20,21,5,15
2015,11,20,22,5,27
2015,11,20,23,5,23
2015,11,21,00,6,7
2015,11,21,01,6,8
2015,11,21,02,6,7
2015,11,21,03,6,10
2015,11,21,04,6,1
2015,11,21,05,6,2
2015,11,21,07,6,13
2015,11,21,08,6,34
2015,11,21,09,6,26
2015,11,21,10,6,22
2015,11,21,11,6,21
2015,11,21,12,6,26
2015,11,21,13,6,13
2015,11,21,14,6,22
2015,11,21,15,6,14
2015,11,21,16,6,25
2015,11,21,17,6,28
2015,11,21,18,6,20
2015,11,21,19,6,12
2015,11,21,20,6,21
2015,11,21,21,6,20
2015,11,21,22,6,15
2015,11,21,23,6,21
2015,11,22,00,0,9
2015,11,22,01,0,4
2015,11,22,02,0,8
2015,11,22,03,0,1
2015,11,22,04,0,3
2015,11,22,05,0,3
2015,11,22,06,0,5
2015,11,22,07,0,9
2015,11,22,08,0,10
2015,11,22,09,0,18
2015,11,22,10,0,27
2015,11,22,11,0,16
2015,11,22,12,0,12
2015,11,22,13,0,25
2015,11,22,14,0,17
2015,11,22,15,0,17
2015,11,22,16,0,18
2015,11,22,17,0,14
2015,11,22,18,0,15
2015,11,22,19,0,16
2015,11,22,20,0,15
2015,11,22,21,0,15
2015,11,22,22,0,19
2015,11,22,23,0,20
2015,11,23,00,1,5
2015,11,23,01,1,5
2015,11,23,02,1,4
2015,11,23,04,1,1
2015,11,23,05,1,1
2015,11,23,06,1,6
2015,11,23,07,1,22
2015,11,23,08,1,27
2015,11,23,09,1,27
2015,11,23,10,1,24
2015,11,23,11,1,20
2015,11,23,12,1,20
2015,11,23,13,1,17
2015,11,23,14,1,19
2015,11,23,15,1,26
2015,11,23,16,1,43
2015,11,23,17,1,22
2015,11,23,18,1,17
2015,11,23,19,1,12
2015,11,23,20,1,23
2015,11,23,21,1,16
2015,11,23,22,1,18
2015,11,23,23,1,11
2015,11,24,00,2,11
2015,11,24,01,2,9
2015,11,24,02,2,8
2015,11,24,03,2,4
2015,11,24,04,2,4
2015,11,24,05,2,1
2015,11,24,06,2,3
2015,11,24,07,2,20
2015,11,24,08,2,38
2015,11,24,09,2,24
2015,11,24,10,2,38
2015,11,24,11,2,22
2015,11,24,12,2,18
2015,11,24,13,2,28
2015,11,24,14,2,25
2015,11,24,15,2,12
2015,11,24,16,2,21
2015,11,24,17,2,24
2015,11,24,18,2,24
2015,11,24,19,2,23
2015,11,24,20,2,25
2015,11,24,21,2,30
2015,11,24,22,2,24
2015,11,24,23,2,11
2015,11,25,00,3,11
2015,11,25,01,3,6
2015,11,25,02,3,1
2015,11,25,03,3,2
2015,11,25,04,3,1
2015,11,25,05,3,3
2015,11,25,06,3,3
2015,11,25,07,3,13
2015,11,25,08,3,26
2015,11,25,09,3,20
2015,11,25,10,3,23
2015,11,25,11,3,13
2015,11,25,12,3,17
2015,11,25,13,3,19
2015,11,25,14,3,25
2015,11,25,15,3,33
2015,11,25,16,3,19
2015,11,25,17,3,29
2015,11,25,18,3,33
2015,11,25,19,3,22
2015,11,25,20,3,14
2015,11,25,21,3,41
2015,11,25,22,3,15
2015,11,25,23,3,11
2015,11,26,00,4,3
2015,11,26,01,4,10
2015,11,26,02,4,4
2015,11,26,03,4,4
2015,11,26,05,4,1
2015,11,26,06,4,8
2015,11,26,07,4,13
2015,11,26,08,4,36
2015,11,26,09,4,25
2015,11,26,10,4,27
2015,11,26,11,4,26
2015,11,26,12,4,23
2015,11,26,13,4,15
2015,11,26,14,4,21
2015,11,26,15,4,24
2015,11,26,16,4,25
2015,11,26,17,4,24
2015,11,26,18,4,18
2015,11,26,19,4,24
2015,11,26,20,4,24
2015,11,26,21,4,25
2015,11,26,22,4,13
2015,11,26,23,4,14
2015,11,27,00,5,10
2015,11,27,01,5,8
2015,11,27,02,5,2
2015,11,27,03,5,1
2015,11,27,04,5,4
2015,11,27,05,5,2
2015,11,27,06,5,3
2015,11,27,07,5,18
2015,11,27,08,5,30
2015,11,27,09,5,40
2015,11,27,10,5,23
2015,11,27,11,5,25
2015,11,27,12,5,22
2015,11,27,13,5,25
2015,11,27,14,5,18
2015,11,27,15,5,20
2015,11,27,16,5,10
2015,11,27,17,5,20
2015,11,27,18,5,15
2015,11,27,19,5,10
2015,11,27,20,5,18
2015,11,27,21,5,30
2015,11,27,22,5,22
2015,11,27,23,5,28
2015,11,28,00,6,35
2015,11,28,01,6,2
2015,11,28,02,6,8
2015,11,28,03,6,6
2015,11,28,04,6,2
2015,11,28,05,6,2
2015,11,28,06,6,4
2015,11,28,07,6,10
2015,11,28,08,6,22
2015,11,28,09,6,27
2015,11,28,10,6,32
2015,11,28,11,6,24
2015,11,28,12,6,34
2015,11,28,13,6,13
2015,11,28,14,6,34
2015,11,28,15,6,24
2015,11,28,16,6,31
2015,11,28,17,6,28
2015,11,28,18,6,19
2015,11,28,19,6,22
2015,11,28,20,6,15
2015,11,28,21,6,26
2015,11,28,22,6,15
2015,11,28,23,6,13
2015,11,29,00,0,12
2015,11,29,01,0,9
2015,11,29,02,0,6
2015,11,29,03,0,8
2015,11,29,04,0,2
2015,11,29,05,0,5
2015,11,29,07,0,8
2015,11,29,08,0,15
2015,11,29,09,0,19
2015,11,29,10,0,20
2015,11,29,11,0,17
2015,11,29,12,0,16
2015,11,29,13,0,19
2015,11,29,14,0,16
2015,11,29,15,0,22
2015,11,29,16,0,33
2015,11,29,17,0,23
2015,11,29,18,0,28
2015,11,29,19,0,15
2015,11,29,20,0,21
2015,11,29,21,0,14
2015,11,29,22,0,12
2015,11,29,23,0,22
2015,11,30,00,1,15
2015,11,30,01,1,5
2015,11,30,02,1,6
2015,11,30,03,1,2
2015,11,30,05,1,2
2015,11,30,06,1,5
2015,11,30,07,1,11
2015,11,30,08,1,23
2015,11,30,09,1,24
2015,11,30,10,1,19
2015,11,30,11,1,18
2015,11,30,12,1,22
2015,11,30,13,1,17
2015,11,30,14,1,19
2015,11,30,15,1,19
2015,11,30,16,1,29
2015,11,30,17,1,15
2015,11,30,18,1,23
2015,11,30,19,1,15
2015,11,30,20,1,16
2015,11,30,21,1,13
2015,11,30,22,1,15
2015,11,30,23,1,13
2015,12,01,00,2,10
2015,12,01,01,2,7
2015,12,01,02,2,2
2015,12,01,03,2,7
2015,12,01,04,2,1
2015,12,01,05,2,1
2015,12,01,06,2,3
2015,12,01,07,2,16
2015,12,01,08,2,19
2015,12,01,09,2,19
2015,12,01,10,2,21
2015,12,01,11,2,17
2015,12,01,12,2,10
2015,12,01,13,2,11
2015,12,01,14,2,21
2015,12,01,15,2,10
2015,12,01,16,2,19
2015,12,01,17,2,37
2015,12,01,18,2,29
2015,12,01,19,2,22
2015,12,01,20,2,29
2015,12,01,21,2,18
2015,12,01,22,2,16
2015,12,01,23,2,15
2015,12,02,00,3,5
2015,12,02,01,3,7
2015,12,02,02,3,3
2015,12,02,03,3,3
2015,12,02,04,3,1
2015,12,02,05,3,2
2015,12,02,06,3,2
2015,12,02,07,3,14
2015,12,02,08,3,25
2015,12,02,09,3,17
2015,12,02,10,3,14
2015,12,02,11,3,18
2015,12,02,12,3,15
2015,12,02,13,3,20
2015,12,02,14,3,15
2015,12,02,15,3,25
2015,12,02,16,3,21
2015,12,02,17,3,22
2015,12,02,18,3,32
2015,12,02,19,3,23
2015,12,02,20,3,24
2015,12,02,21,3,9
2015,12,02,22,3,27
2015,12,02,23,3,7
2015,12,03,00,4,6
2015,12,03,01,4,5
2015,12,03,02,4,3
2015,12,03,03,4,1
2015,12,03,06,4,2
2015,12,03,07,4,10
2015,12,03,08,4,24
2015,12,03,09,4,17
2015,12,03,10,4,17
2015,12,03,11,4,16
2015,12,03,12,4,23
2015,12,03,13,4,12
2015,12,03,14,4,25
2015,12,03,15,4,18
2015,12,03,16,4,33
2015,12,03,17,4,21
2015,12,03,18,4,26
2015,12,03,19,4,20
2015,12,03,20,4,26
2015,12,03,21,4,30
2015,12,03,22,4,15
2015,12,03,23,4,14
2015,12,04,00,5,8
2015,12,04,01,5,2
2015,12,04,02,5,3
2015,12,04,03,5,2
2015,12,04,04,5,1
2015,12,04,05,5,2
2015,12,04,06,5,4
2015,12,04,07,5,14
2015,12,04,08,5,25
2015,12,04,09,5,25
2015,12,04,10,5,24
2015,12,04,11,5,14
2015,12,04,12,5,20
2015,12,04,13,5,15
2015,12,04,14,5,27
2015,12,04,15,5,29
2015,12,04,16,5,31
2015,12,04,17,5,28
2015,12,04,18,5,25
2015,12,04,19,5,31
2015,12,04,20,5,16
2015,12,04,21,5,15
2015,12,04,22,5,12
2015,12,04,23,5,12
2015,12,05,00,6,9
2015,12,05,01,6,8
2015,12,05,02,6,2
2015,12,05,03,6,1
2015,12,05,04,6,1
2015,12,05,05,6,1
2015,12,05,06,6,2
2015,12,05,07,6,11
2015,12,05,08,6,14
2015,12,05,09,6,11
2015,12,05,10,6,16
2015,12,05,11,6,13
2015,12,05,12,6,12
2015,12,05,13,6,9
2015,12,05,14,6,18
2015,12,05,15,6,25
2015,12,05,16,6,21
2015,12,05,17,6,20
2015,12,05,18,6,27
2015,12,05,19,6,10
2015,12,05,20,6,18
2015,12,05,21,6,19
2015,12,05,22,6,12
2015,12,05,23,6,11
2015,12,06,00,0,2
2015,12,06,01,0,13
2015,12,06,02,0,3
2015,12,06,03,0,4
2015,12,06,04,0,2
2015,12,06,05,0,1
2015,12,06,06,0,1
2015,12,06,07,0,4
2015,12,06,08,0,11
2015,12,06,09,0,8
2015,12,06,10,0,24
2015,12,06,11,0,24
2015,12,06,12,0,17
2015,12,06,13,0,13
2015,12,06,14,0,32
2015,12,06,15,0,32
2015,12,06,16,0,31
2015,12,06,17,0,28
2015,12,06,18,0,22
2015,12,06,19,0,20
2015,12,06,20,0,20
2015,12,06,21,0,23
2015,12,06,22,0,10
2015,12,06,23,0,13
2015,12,07,00,1,6
2015,12,07,01,1,4
2015,12,07,02,1,3
2015,12,07,03,1,2
2015,12,07,06,1,4
2015,12,07,07,1,11
2015,12,07,10,1,1
2015,12,07,11,1,22
2015,12,07,12,1,14
2015,12,07,13,1,15
2015,12,07,14,1,26
2015,12,07,15,1,25
2015,12,07,16,1,31
2015,12,07,17,1,27
2015,12,07,18,1,22
2015,12,07,19,1,28
2015,12,07,20,1,29
2015,12,07,21,1,23
2015,12,07,22,1,15
2015,12,07,23,1,15
2015,12,08,00,2,6
2015,12,08,02,2,9
2015,12,08,03,2,1
2015,12,08,05,2,4
2015,12,08,06,2,1
2015,12,08,07,2,10
2015,12,08,08,2,30
2015,12,08,09,2,17
2015,12,08,10,2,27
2015,12,08,11,2,14
2015,12,08,12,2,16
2015,12,08,13,2,13
2015,12,08,14,2,24
2015,12,08,15,2,19
2015,12,08,16,2,24
2015,12,08,17,2,23
2015,12,08,18,2,17
2015,12,08,19,2,21
2015,12,08,20,2,25
2015,12,08,21,2,18
2015,12,08,22,2,25
2015,12,08,23,2,11
2015,12,09,00,3,8
2015,12,09,01,3,5
2015,12,09,02,3,2
2015,12,09,03,3,3
2015,12,09,04,3,1
2015,12,09,05,3,3
2015,12,09,06,3,3
2015,12,09,07,3,11
2015,12,09,08,3,18
2015,12,09,09,3,22
2015,12,09,10,3,7
2015,12,09,11,3,22
2015,12,09,12,3,16
2015,12,09,13,3,7
2015,12,09,14,3,12
2015,12,09,15,3,30
2015,12,09,16,3,37
2015,12,09,17,3,33
2015,12,09,18,3,30
2015,12,09,19,3,21
2015,12,09,20,3,23
2015,12,09,21,3,18
2015,12,09,22,3,17
2015,12,09,23,3,7
2015,12,10,00,4,9
2015,12,10,01,4,2
2015,12,10,02,4,3
2015,12,10,03,4,2
2015,12,10,04,4,1
2015,12,10,05,4,1
2015,12,10,06,4,1
2015,12,10,07,4,10
2015,12,10,08,4,28
2015,12,10,09,4,10
2015,12,10,10,4,23
2015,12,10,11,4,20
2015,12,10,12,4,15
2015,12,10,13,4,15
2015,12,10,14,4,12
2015,12,10,15,4,22
2015,12,10,16,4,23
2015,12,10,17,4,19
2015,12,10,18,4,19
2015,12,10,19,4,25
2015,12,10,20,4,27
2015,12,10,21,4,16
2015,12,10,22,4,13
2015,12,10,23,4,13
2015,12,11,00,5,12
2015,12,11,02,5,1
2015,12,11,03,5,2
2015,12,11,04,5,2
2015,12,11,05,5,2
2015,12,11,06,5,1
2015,12,11,07,5,9
2015,12,11,08,5,22
2015,12,11,09,5,38
2015,12,11,10,5,26
2015,12,11,11,5,32
2015,12,11,12,5,23
2015,12,11,13,5,40
2015,12,11,14,5,44
2015,12,11,15,5,21
2015,12,11,16,5,14
2015,12,11,17,5,24
2015,12,11,18,5,15
2015,12,11,19,5,13
2015,12,11,20,5,23
2015,12,11,21,5,17
2015,12,11,22,5,16
2015,12,11,23,5,13
2015,12,12,00,6,13
2015,12,12,01,6,6
2015,12,12,02,6,2
2015,12,12,03,6,2
2015,12,12,04,6,5
2015,12,12,05,6,2
2015,12,12,06,6,2
2015,12,12,07,6,9
2015,12,12,08,6,17
2015,12,12,09,6,29
2015,12,12,10,6,27
2015,12,12,11,6,40
2015,12,12,12,6,17
2015,12,12,13,6,21
2015,12,12,14,6,15
2015,12,12,15,6,27
2015,12,12,16,6,18
2015,12,12,17,6,26
2015,12,12,18,6,22
2015,12,12,19,6,20
2015,12,12,20,6,10
2015,12,12,21,6,15
2015,12,12,22,6,10
2015,12,12,23,6,10
2015,12,13,00,0,13
2015,12,13,01,0,6
2015,12,13,02,0,4
2015,12,13,03,0,6
2015,12,13,04,0,1
2015,12,13,05,0,2
2015,12,13,06,0,2
2015,12,13,07,0,3
2015,12,13,08,0,8
2015,12,13,09,0,14
2015,12,13,10,0,26
2015,12,13,11,0,19
2015,12,13,12,0,21
2015,12,13,13,0,13
2015,12,13,14,0,30
2015,12,13,15,0,12
2015,12,13,16,0,21
2015,12,13,17,0,19
2015,12,13,18,0,10
2015,12,13,19,0,9
2015,12,13,20,0,19
2015,12,13,21,0,18
2015,12,13,22,0,8
2015,12,13,23,0,12
2015,12,14,00,1,4
2015,12,14,01,1,3
2015,12,14,02,1,3
2015,12,14,03,1,1
2015,12,14,04,1,1
2015,12,14,05,1,5
2015,12,14,06,1,1
2015,12,14,07,1,15
2015,12,14,08,1,31
2015,12,14,09,1,23
2015,12,14,10,1,15
2015,12,14,11,1,21
2015,12,14,12,1,24
2015,12,14,13,1,21
2015,12,14,14,1,15
2015,12,14,15,1,20
2015,12,14,16,1,16
2015,12,14,17,1,23
2015,12,14,18,1,24
2015,12,14,19,1,33
2015,12,14,20,1,22
2015,12,14,21,1,12
2015,12,14,22,1,18
2015,12,14,23,1,18
2015,12,15,00,2,10
2015,12,15,01,2,6
2015,12,15,02,2,1
2015,12,15,03,2,4
2015,12,15,04,2,4
2015,12,15,05,2,1
2015,12,15,06,2,3
2015,12,15,07,2,11
2015,12,15,08,2,23
2015,12,15,09,2,25
2015,12,15,10,2,24
2015,12,15,11,2,17
2015,12,15,12,2,18
2015,12,15,13,2,24
2015,12,15,14,2,11
2015,12,15,15,2,15
2015,12,15,16,2,20
2015,12,15,17,2,23
2015,12,15,18,2,20
2015,12,15,19,2,24
2015,12,15,20,2,15
2015,12,15,21,2,11
2015,12,15,22,2,16
2015,12,15,23,2,12
2015,12,16,00,3,14
2015,12,16,01,3,2
2015,12,16,02,3,1
2015,12,16,03,3,1
2015,12,16,04,3,2
2015,12,16,06,3,7
2015,12,16,07,3,15
2015,12,16,08,3,34
2015,12,16,09,3,32
2015,12,16,10,3,30
2015,12,16,11,3,16
2015,12,16,12,3,25
2015,12,16,13,3,25
2015,12,16,14,3,21
2015,12,16,15,3,19
2015,12,16,16,3,16
2015,12,16,17,3,18
2015,12,16,18,3,19
2015,12,16,19,3,24
2015,12,16,20,3,18
2015,12,16,21,3,12
2015,12,16,22,3,17
2015,12,16,23,3,16
2015,12,17,00,4,9
2015,12,17,01,4,8
2015,12,17,02,4,2
2015,12,17,03,4,2
2015,12,17,04,4,1
2015,12,17,06,4,5
2015,12,17,07,4,13
2015,12,17,08,4,17
2015,12,17,09,4,38
2015,12,17,10,4,31
2015,12,17,11,4,22
2015,12,17,12,4,16
2015,12,17,13,4,20
2015,12,17,14,4,24
2015,12,17,15,4,19
2015,12,17,16,4,16
2015,12,17,17,4,26
2015,12,17,18,4,17
2015,12,17,19,4,21
2015,12,17,20,4,20
2015,12,17,21,4,21
2015,12,17,22,4,13
2015,12,17,23,4,8
2015,12,18,00,5,7
2015,12,18,01,5,1
2015,12,18,02,5,1
2015,12,18,03,5,1
2015,12,18,04,5,1
2015,12,18,05,5,3
2015,12,18,06,5,1
2015,12,18,07,5,20
2015,12,18,08,5,33
2015,12,18,09,5,24
2015,12,18,10,5,19
2015,12,18,11,5,17
2015,12,18,12,5,17
2015,12,18,13,5,27
2015,12,18,14,5,34
2015,12,18,15,5,20
2015,12,18,16,5,20
2015,12,18,17,5,22
2015,12,18,18,5,11
2015,12,18,19,5,17
2015,12,18,20,5,10
2015,12,18,21,5,16
2015,12,18,22,5,20
2015,12,18,23,5,16
2015,12,19,00,6,6
2015,12,19,01,6,14
2015,12,19,02,6,4
2015,12,19,03,6,2
2015,12,19,05,6,2
2015,12,19,06,6,1
2015,12,19,07,6,5
2015,12,19,08,6,26
2015,12,19,09,6,20
2015,12,19,10,6,25
2015,12,19,11,6,26
2015,12,19,12,6,21
2015,12,19,13,6,24
2015,12,19,14,6,20
2015,12,19,15,6,26
2015,12,19,16,6,28
2015,12,19,17,6,28
2015,12,19,18,6,19
2015,12,19,19,6,25
2015,12,19,20,6,19
2015,12,19,21,6,12
2015,12,19,22,6,20
2015,12,19,23,6,6
2015,12,20,00,0,13
2015,12,20,01,0,9
2015,12,20,02,0,5
2015,12,20,03,0,2
2015,12,20,05,0,1
2015,12,20,06,0,3
2015,12,20,07,0,7
2015,12,20,08,0,14
2015,12,20,09,0,20
2015,12,20,10,0,18
2015,12,20,11,0,21
2015,12,20,12,0,11
2015,12,20,13,0,21
2015,12,20,14,0,13
2015,12,20,15,0,11
2015,12,20,16,0,13
2015,12,20,17,0,14
2015,12,20,18,0,10
2015,12,20,19,0,14
2015,12,20,20,0,11
2015,12,20,21,0,12
2015,12,20,22,0,10
2015,12,20,23,0,11
2015,12,21,00,1,2
2015,12,21,01,1,7
2015,12,21,02,1,6
2015,12,21,03,1,3
2015,12,21,04,1,1
2015,12,21,05,1,1
2015,12,21,06,1,4
2015,12,21,07,1,13
2015,12,21,08,1,21
2015,12,21,09,1,16
2015,12,21,10,1,14
2015,12,21,11,1,17
2015,12,21,12,1,14
2015,12,21,13,1,16
2015,12,21,14,1,18
2015,12,21,15,1,29
2015,12,21,16,1,13
2015,12,21,17,1,26
2015,12,21,18,1,13
2015,12,21,19,1,13
2015,12,21,20,1,19
2015,12,21,21,1,16
2015,12,21,22,1,18
2015,12,21,23,1,11
2015,12,22,00,2,6
2015,12,22,01,2,2
2015,12,22,02,2,5
2015,12,22,03,2,1
2015,12,22,05,2,1
2015,12,22,06,2,9
2015,12,22,07,2,13
2015,12,22,08,2,26
2015,12,22,09,2,26
2015,12,22,10,2,26
2015,12,22,11,2,23
2015,12,22,12,2,14
2015,12,22,13,2,15
2015,12,22,14,2,19
2015,12,22,15,2,17
2015,12,22,16,2,21
2015,12,22,17,2,20
2015,12,22,18,2,24
2015,12,22,19,2,22
2015,12,22,20,2,15
2015,12,22,21,2,15
2015,12,22,22,2,12
2015,12,22,23,2,11
2015,12,23,00,3,12
2015,12,23,01,3,4
2015,12,23,02,3,5
2015,12,23,06,3,2
2015,12,23,07,3,16
2015,12,23,08,3,22
2015,12,23,09,3,26
2015,12,23,10,3,22
2015,12,23,11,3,21
2015,12,23,12,3,13
2015,12,23,13,3,16
2015,12,23,14,3,26
2015,12,23,15,3,12
2015,12,23,16,3,10
2015,12,23,17,3,18
2015,12,23,18,3,19
2015,12,23,19,3,15
2015,12,23,20,3,12
2015,12,23,21,3,10
2015,12,23,22,3,23
2015,12,23,23,3,18
2015,12,24,00,4,6
2015,12,24,01,4,19
2015,12,24,02,4,4
2015,12,24,03,4,3
2015,12,24,04,4,4
2015,12,24,05,4,2
2015,12,24,06,4,3
2015,12,24,07,4,15
2015,12,24,08,4,31
2015,12,24,09,4,31
2015,12,24,10,4,24
2015,12,24,11,4,16
2015,12,24,12,4,20
2015,12,24,13,4,21
2015,12,24,14,4,25
2015,12,24,15,4,25
2015,12,24,16,4,18
2015,12,24,17,4,17
2015,12,24,18,4,16
2015,12,24,19,4,13
2015,12,24,20,4,12
2015,12,24,21,4,13
2015,12,24,22,4,19
2015,12,24,23,4,12
2015,12,25,00,5,12
2015,12,25,01,5,3
2015,12,25,02,5,7
2015,12,25,03,5,4
2015,12,25,04,5,2
2015,12,25,05,5,3
2015,12,25,06,5,2
2015,12,25,07,5,11
2015,12,25,08,5,21
2015,12,25,09,5,23
2015,12,25,10,5,17
2015,12,25,11,5,31
2015,12,25,12,5,23
2015,12,25,13,5,18
2015,12,25,14,5,21
2015,12,25,15,5,26
2015,12,25,16,5,25
2015,12,25,17,5,23
2015,12,25,18,5,27
2015,12,25,19,5,14
2015,12,25,20,5,16
2015,12,25,21,5,10
2015,12,25,22,5,7
2015,12,25,23,5,14
2015,12,26,00,6,7
2015,12,26,01,6,5
2015,12,26,02,6,2
2015,12,26,03,6,1
2015,12,26,04,6,3
2015,12,26,05,6,7
2015,12,26,06,6,3
2015,12,26,07,6,8
2015,12,26,08,6,14
2015,12,26,09,6,25
2015,12,26,10,6,17
2015,12,26,11,6,23
2015,12,26,12,6,19
2015,12,26,13,6,27
2015,12,26,14,6,11
2015,12,26,15,6,22
2015,12,26,16,6,24
2015,12,26,17,6,18
2015,12,26,18,6,13
2015,12,26,19,6,21
2015,12,26,20,6,17
2015,12,26,21,6,9
2015,12,26,22,6,12
2015,12,26,23,6,13
2015,12,27,00,0,12
2015,12,27,01,0,4
2015,12,27,02,0,1
2015,12,27,03,0,6
2015,12,27,04,0,1
2015,12,27,05,0,1
2015,12,27,06,0,2
2015,12,27,07,0,4
2015,12,27,08,0,7
2015,12,27,09,0,13
2015,12,27,10,0,17
2015,12,27,11,0,15
2015,12,27,12,0,10
2015,12,27,13,0,9
2015,12,27,14,0,13
2015,12,27,15,0,24
2015,12,27,16,0,20
2015,12,27,17,0,22
2015,12,27,18,0,25
2015,12,27,19,0,11
2015,12,27,20,0,12
2015,12,27,21,0,11
2015,12,27,22,0,15
2015,12,27,23,0,8
2015,12,28,00,1,5
2015,12,28,01,1,8
2015,12,28,02,1,2
2015,12,28,03,1,2
2015,12,28,04,1,2
2015,12,28,05,1,5
2015,12,28,06,1,4
2015,12,28,07,1,20
2015,12,28,08,1,28
2015,12,28,09,1,24
2015,12,28,10,1,23
2015,12,28,11,1,15
