stid,stname,province,city,district,address,longitude,latitude,user_id,platform,create_time,goods_name,goods_number,market_price,actual_price,subtotal,date,num
145806,中海油松湖加油站,广东省,深圳市,南山区,广东省深圳市南山区妈湾大道,113.879236,22.506783,229756,3001,1443436348,oil97,26.984127,63000,58000,15651,2015/09/28,1
145806,中海油松湖加油站,广东省,深圳市,南山区,广东省深圳市南山区妈湾大道,113.879236,22.506783,231506,1001,1443500700,国五0#车用柴油,43.618740,61900,61600,26022,2015/09/29,1
145806,中海油松湖加油站,广东省,深圳市,南山区,广东省深圳市南山区妈湾大道,113.879236,22.506783,33040,1001,1443457183,国五92#车用汽油,30.534351,65500,65500,19400,2015/09/29,1
145806,中海油松湖加油站,广东省,深圳市,南山区,广东省深圳市南山区妈湾大道,113.879236,22.506783,231306,1001,1443495798,国五92#车用汽油,30.349014,65900,65100,19731,2015/09/29,1
145806,中海油松湖加油站,广东省,深圳市,南山区,广东省深圳市南山区妈湾大道,113.879236,22.506783,232068,1001,1443511461,国五92#车用汽油,15.174507,65900,65100,9865,2015/09/29,1
145806,中海油松湖加油站,广东省,深圳市,南山区,广东省深圳市南山区妈湾大道,113.879236,22.506783,230865,3001,1443541234,国五95#车用汽油,31.746032,63000,62000,19679,2015/09/29,1
145806,中海油松湖加油站,广东省,深圳市,南山区,广东省深圳市南山区妈湾大道,113.879236,22.506783,230865,1001,1443473193,国五92#车用汽油,45.383412,63900,59900,27484,2015/09/29,1
145806,中海油松湖加油站,广东省,深圳市,南山区,广东省深圳市南山区妈湾大道,113.879236,22.506783,127399,1001,1443447766,京五92#汽油,10.166359,54100,54100,5400,2015/09/28,1
145806,中海油松湖加油站,广东省,深圳市,南山区,广东省深圳市南山区妈湾大道,113.879236,22.506783,231962,1001,1443509472,国五95#车用汽油,28.011204,71400,70600,19752,2015/09/29,1
145806,中海油松湖加油站,广东省,深圳市,南山区,广东省深圳市南山区妈湾大道,113.879236,22.506783,235029,1001,1443597966,国五95#车用汽油,42.016807,71400,70600,29627,2015/09/30,1
