stid,stname,province,city,district,address,longitude,latitude,user_id,platform,create_time,goods_name,goods_number,market_price,actual_price,subtotal,date,num
10276,中海油四海加油站,广东省,深圳市,南山区,广东省深圳市南山区南海大道1088号,113.929401,22.507276,229119,1001,1443424935,国五92#车用汽油,30.534351,65500,65500,19400,2015/09/28,1
10276,中海油四海加油站,广东省,深圳市,南山区,广东省深圳市南山区南海大道1088号,113.929401,22.507276,229688,1001,1443435114,国五98#车用汽油,41.818792,74500,70500,29016,2015/09/28,1
10276,中海油四海加油站,广东省,深圳市,南山区,广东省深圳市南山区南海大道1088号,113.929401,22.507276,229604,1001,1443434020,国五92#车用汽油,49.337931,58000,57000,28123,2015/09/28,1
10276,中海油四海加油站,广东省,深圳市,南山区,广东省深圳市南山区南海大道1088号,113.929401,22.507276,77381,3001,1443436506,oil97,38.819876,64400,61400,23059,2015/09/28,1
10276,中海油四海加油站,广东省,深圳市,南山区,广东省深圳市南山区南海大道1088号,113.929401,22.507276,229512,1001,1443432202,京五95#汽油,57.142857,70000,70000,38095,2015/09/28,1
10276,中海油四海加油站,广东省,深圳市,南山区,广东省深圳市南山区南海大道1088号,113.929401,22.507276,229730,1001,1443435714,国五92#车用汽油,40.387722,61900,56900,24558,2015/09/28,1
10276,中海油四海加油站,广东省,深圳市,南山区,广东省深圳市南山区南海大道1088号,113.929401,22.507276,229340,1001,1443429821,国五92#车用汽油,31.446541,63600,63600,19600,2015/09/28,1
10276,中海油四海加油站,广东省,深圳市,南山区,广东省深圳市南山区南海大道1088号,113.929401,22.507276,229754,1001,1443436048,国五0#车用柴油,45.234249,61900,61100,27594,2015/09/28,1
10276,中海油四海加油站,广东省,深圳市,南山区,广东省深圳市南山区南海大道1088号,113.929401,22.507276,229523,1001,1443432478,oil93,29.289199,57400,55400,16226,2015/09/28,1
10276,中海油四海加油站,广东省,深圳市,南山区,广东省深圳市南山区南海大道1088号,113.929401,22.507276,230512,1001,1443449384,国五98#车用汽油,39.215686,76500,75700,29652,2015/09/28,1
10276,中海油四海加油站,广东省,深圳市,南山区,广东省深圳市南山区南海大道1088号,113.929401,22.507276,229245,1001,1443427638,国五95#车用汽油,43.971631,70500,70500,30380,2015/09/28,1
10276,中海油四海加油站,广东省,深圳市,南山区,广东省深圳市南山区南海大道1088号,113.929401,22.507276,232121,1001,1443512569,oil97,42.519685,63500,61000,25937,2015/09/29,1
10276,中海油四海加油站,广东省,深圳市,南山区,广东省深圳市南山区南海大道1088号,113.929401,22.507276,229442,1001,1443431352,国五92#车用汽油,33.613445,59500,59500,19721,2015/09/28,1
10276,中海油四海加油站,广东省,深圳市,南山区,广东省深圳市南山区南海大道1088号,113.929401,22.507276,229405,1001,1443430769,京五92#汽油,18.484288,54100,54100,9855,2015/09/28,1
