date,goods_name,len_p,len_n,min_p,min_n,m_p,m_n,sum_p,sum_n
2016-04-08,国五92#车用汽油,237,237,50000,2830,50500,19057.0,11944500,4176315
2016-04-08,国五95#车用汽油,65,65,56000,8140,56500,23134.0,3664500,1537287
2016-04-09,国五92#车用汽油,229,229,50000,2382,50500,18868.0,11543500,4011071
2016-04-09,国五95#车用汽油,48,48,56000,9576,56500,19542.5,2709000,1101942
2016-04-10,国五92#车用汽油,176,176,50000,4717,50500,18868.0,8860500,3023917
2016-04-10,国五95#车用汽油,50,50,56000,9492,56500,20972.0,2818000,1132335
2016-04-11,国五92#车用汽油,248,248,50000,1906,50500,19057.0,12502000,4473634
2016-04-11,国五95#车用汽油,49,49,56000,4788,56500,22504.0,2765500,1157029
2016-04-12,国五92#车用汽油,204,204,50000,4764,50500,18735.5,10273000,3522019
2016-04-12,国五95#车用汽油,61,61,56000,2586,56500,25377.0,3444000,1509005
2016-04-13,国五92#车用汽油,221,221,50000,2858,50500,18868.0,11130000,3926532
2016-04-13,国五95#车用汽油,51,51,56000,3831,56500,23941.0,2877000,1229186
2016-04-14,国五92#车用汽油,258,258,50000,2358,50500,18891.0,12991500,4665601
2016-04-14,国五95#车用汽油,58,58,56000,4746,56500,19153.0,3271500,1420543
2016-04-15,国五92#车用汽油,280,280,50000,953,50500,17925.0,14101500,4782435
2016-04-15,国五95#车用汽油,67,67,56000,7661,56500,23941.0,3781500,1621358
2016-04-16,国五92#车用汽油,279,279,50000,2858,50500,18868.0,14050500,4833464
2016-04-16,国五95#车用汽油,62,62,56000,9492,56500,19153.0,3497500,1416149
2016-04-17,国五92#车用汽油,263,263,50000,1906,50500,18104.0,13254000,4429399
2016-04-17,国五95#车用汽油,50,50,56000,4746,56500,19153.0,2818500,1129392
2016-04-18,国五92#车用汽油,289,289,50000,2382,50500,18868.0,14571500,5080475
2016-04-18,国五95#车用汽油,70,70,56000,14125,56500,22983.0,3949500,1663097
2016-04-19,国五92#车用汽油,279,279,50000,2382,50500,18771.0,14058000,4855876
2016-04-19,国五95#车用汽油,71,71,56000,9492,56500,22983.0,4003000,1662997
2016-04-20,国五92#车用汽油,289,289,50000,4717,50500,18580.0,14563000,4978920
2016-04-20,国五95#车用汽油,67,67,56000,9576,56500,24584.0,3781000,1639497
2016-04-21,国五92#车用汽油,255,255,50000,943,50500,19057.0,12844500,4547085
2016-04-21,国五95#车用汽油,60,60,56000,9492,56500,24550.5,3386000,1489796
2016-04-22,国五92#车用汽油,271,271,50000,1887,50500,18868.0,13650500,4814727
2016-04-22,国五95#车用汽油,50,50,56000,9492,56500,22983.0,2822000,1178349
2016-04-23,国五92#车用汽油,273,273,50000,3811,50500,18868.0,13751000,4894268
2016-04-23,国五95#车用汽油,54,54,56000,9492,56500,19153.0,3046000,1231888
2016-04-24,国五92#车用汽油,190,190,50000,1887,50500,18104.0,9569000,3205344
2016-04-24,国五95#车用汽油,41,41,56000,9492,56500,19153.0,2311500,868938
2016-04-25,国五92#车用汽油,278,278,50000,4717,50500,18868.0,14003000,4963862
2016-04-25,国五95#车用汽油,67,67,56000,9576,56500,24898.0,3780500,1653591
2016-04-26,国五92#车用汽油,374,374,50000,1906,50500,18675.5,18828000,6595677
2016-04-26,国五95#车用汽油,64,64,56000,9492,56500,23941.0,3610500,1548380
2016-04-27,国五92#车用汽油,291,291,50000,3774,50500,18491.0,14657000,5020621
2016-04-27,国五95#车用汽油,65,65,56000,9576,56500,23941.0,3666000,1580063
2016-04-28,国五92#车用汽油,288,288,50000,1143,50500,18915.0,14512500,5150545
2016-04-28,国五95#车用汽油,82,82,56000,4788,56500,24419.0,4625500,1957951
2016-04-29,国五92#车用汽油,360,360,50000,5050,50500,18868.0,18133500,6351413
2016-04-29,国五95#车用汽油,77,77,56000,1582,56500,22025.0,4341000,1795822
2016-04-30,国五92#车用汽油,1,1,50000,4717,50000,4717.0,50000,4717
2016-05-06,国五92#车用汽油,217,217,50000,4245,50500,19057.0,10930500,3986159
2016-05-07,国五92#车用汽油,331,331,50000,1143,50500,19057.0,16683500,6310078
2016-05-08,国五92#车用汽油,236,236,50000,4764,50500,18868.0,11889500,4368646
2016-05-08,国五95#车用汽油,6,6,56000,11200,56000,27336.0,336000,160195
2016-05-09,国五92#车用汽油,289,289,50000,2382,50500,19057.0,14559000,5233023
2016-05-09,国五95#车用汽油,79,79,56000,958,56500,19631.0,4457500,1845886
2016-05-10,国五92#车用汽油,214,214,50000,1560,50500,19057.0,10776000,3848040
2016-05-10,国五95#车用汽油,37,37,56000,9576,56500,22983.0,2086500,915943
2016-05-11,国五92#车用汽油,283,283,50000,1906,50500,18868.0,14258500,5125205
2016-05-11,国五95#车用汽油,67,67,56000,5458,56500,26335.0,3778500,1716697
2016-05-12,国五92#车用汽油,222,222,51500,7633,52000,19083.0,11523000,4133442
2016-05-12,国五95#车用汽油,54,54,57500,8724,58000,23152.0,3129000,1364804
2016-05-13,国五92#车用汽油,251,251,51500,2835,52000,18899.0,13030500,4334384
2016-05-13,国五95#车用汽油,56,56,57500,11600,58000,21760.5,3245000,1298678
2016-05-14,国五92#车用汽油,270,270,51500,1417,52000,19083.0,14012500,4774343
2016-05-14,国五95#车用汽油,54,54,57500,9587,58000,19174.0,3126500,1291220
2016-05-15,国五92#车用汽油,194,194,51500,2385,52000,18899.0,10067000,3313011
2016-05-15,国五95#车用汽油,60,60,57500,8532,58000,23967.0,3475500,1478975
2016-05-15,国五98#车用汽油,1,1,68000,25000,68000,25000.0,68000,25000
2016-05-16,国五92#车用汽油,295,295,51500,4771,52000,19083.0,15310000,5379115
2016-05-16,国五95#车用汽油,55,55,57500,9587,58000,23967.0,3187500,1332982
2016-05-17,国五92#车用汽油,252,252,51500,3817,52000,18899.0,13079000,4505929
2016-05-17,国五95#车用汽油,61,61,57500,9587,58000,20529.0,3534500,1461891
2016-05-17,国五98#车用汽油,1,1,68000,20000,68000,20000.0,68000,20000
2016-05-18,国五92#车用汽油,281,281,51500,4725,52000,18899.0,14586500,4915417
2016-05-18,国五95#车用汽油,59,59,57500,9504,58000,26076.0,3418000,1476181
2016-05-19,国五92#车用汽油,282,282,51500,2385,52000,18991.0,14628500,4989613
2016-05-19,国五95#车用汽油,70,70,57500,10074,58000,25296.0,4054000,1786065
2016-05-19,国五98#车用汽油,1,1,68000,15000,68000,15000.0,68000,15000
2016-05-20,国五92#车用汽油,218,218,51500,4725,52000,18899.0,11307500,3898192
2016-05-20,国五95#车用汽油,44,44,57500,15339,58000,25655.0,2550000,1144267
2016-05-21,国五92#车用汽油,186,186,51500,4771,52000,18899.0,9649000,3261356
2016-05-21,国五95#车用汽油,29,29,57500,9587,58000,20300.0,1678500,713045
2016-05-22,国五92#车用汽油,199,199,51500,4771,52000,18899.0,10321500,3338250
2016-05-22,国五95#车用汽油,44,44,57500,4793,58000,19174.0,2547500,977312
2016-05-23,国五92#车用汽油,219,219,51500,2835,52000,19083.0,11364500,3961494
2016-05-23,国五95#车用汽油,60,60,57500,9504,58000,19174.0,3477000,1368713
2016-05-23,国五98#车用汽油,2,2,68000,19992,68000,27496.0,136000,54992
2016-05-24,国五92#车用汽油,216,216,51500,2362,52000,18899.0,11202000,3894175
2016-05-24,国五95#车用汽油,52,52,57500,14380,58000,25884.0,3010500,1343075
2016-05-25,国五92#车用汽油,236,236,51500,1908,52000,19083.0,12243000,4298291
2016-05-25,国五95#车用汽油,60,60,57500,9587,58000,21475.5,3474000,1371063
2016-05-25,国五98#车用汽油,1,1,68000,42500,68000,42500.0,68000,42500
2016-05-26,国五92#车用汽油,218,218,53000,2247,53500,19107.0,11639500,4100728
2016-05-26,国五95#车用汽油,45,45,59000,9597,59500,28548.0,2674000,1166407
2016-05-26,国五98#车用汽油,2,2,65000,20000,65000,30750.0,130000,61500
2016-05-27,国五92#车用汽油,238,238,53000,4732,53500,18929.0,12691500,4196430
2016-05-27,国五95#车用汽油,60,60,59000,9516,59500,21548.0,3562500,1434729
2016-05-28,国五92#车用汽油,186,186,53000,4732,53500,19107.0,9928500,3398728
2016-05-28,国五95#车用汽油,36,36,59000,9597,59500,19194.0,2137500,811061
2016-05-29,国五92#车用汽油,176,176,53000,2177,53500,18929.0,9390000,3157012
2016-05-29,国五95#车用汽油,40,40,59000,9597,59500,24271.0,2375500,964956
2016-05-29,国五98#车用汽油,1,1,65000,27000,65000,27000.0,65000,27000
2016-05-30,国五92#车用汽油,269,269,53000,1911,53500,19107.0,14357000,4928353
2016-05-30,国五95#车用汽油,55,55,59000,9597,59500,24266.0,3268500,1377310
2016-05-31,国五92#车用汽油,286,286,53000,4641,53500,19107.0,15268000,5296244
2016-05-31,国五95#车用汽油,55,55,59000,9516,59500,28548.0,3265500,1464240
2016-06-01,国五92#车用汽油,246,246,53000,2866,53500,19107.0,13138000,4521221
2016-06-01,国五95#车用汽油,71,71,59000,2879,59500,24681.0,4220500,1763140
2016-06-01,国五98#车用汽油,1,1,65000,36000,65000,36000.0,65000,36000
2016-06-02,国五92#车用汽油,259,259,53000,8121,53500,19107.0,13823000,4810611
2016-06-02,国五95#车用汽油,55,55,59000,5165,59500,19194.0,3268500,1250295
2016-06-02,国五98#车用汽油,1,1,65000,40000,65000,40000.0,65000,40000
2016-06-03,国五92#车用汽油,231,231,53000,4777,53500,19107.0,12339000,4296071
2016-06-03,国五95#车用汽油,64,64,59000,6718,59500,19673.5,3802000,1388481
2016-06-04,国五92#车用汽油,243,243,53000,2866,53500,19107.0,12972000,4437578
2016-06-04,国五95#车用汽油,61,61,59000,9516,59500,24361.0,3624500,1581540
2016-06-05,国五92#车用汽油,173,173,53000,4777,53500,19107.0,9232500,3189586
2016-06-05,国五95#车用汽油,37,37,59000,9597,59500,28023.0,2197000,979181
2016-06-06,国五92#车用汽油,216,216,53000,955,53500,18929.0,11534000,3966859
2016-06-06,国五95#车用汽油,59,59,59000,9516,59500,22073.0,3506500,1450472
2016-06-07,国五92#车用汽油,231,231,53000,2866,53500,18929.0,12326000,4157606
2016-06-07,国五95#车用汽油,59,59,59000,3839,59500,24952.0,3506000,1427524
2016-06-08,国五92#车用汽油,295,295,53000,4204,53500,19107.0,15746000,5487172
2016-06-08,国五95#车用汽油,69,69,59000,9516,59500,21887.0,4098500,1639882
2016-06-08,国五98#车用汽油,3,3,65000,32000,65000,34500.0,195000,107800
2016-06-09,国五92#车用汽油,183,183,54000,2180,54500,19075.0,9950500,3287510
2016-06-09,国五95#车用汽油,47,47,60000,9524,60500,19206.0,2839000,1149475
2016-06-09,国五98#车用汽油,2,2,65000,20000,65000,26000.0,130000,52000
2016-06-10,国五92#车用汽油,192,192,54000,4737,54500,19123.0,10442500,3610033
2016-06-10,国五95#车用汽油,31,31,60000,5378,60500,23912.0,1871000,746832
2016-06-11,国五92#车用汽油,185,185,54000,4781,54500,19123.0,10057500,3416145
2016-06-11,国五95#车用汽油,40,40,60000,9603,60500,21607.0,2418000,986469
2016-06-12,国五92#车用汽油,218,218,54000,4737,54500,18947.0,11858000,3941040
2016-06-12,国五95#车用汽油,46,46,60000,8643,60500,26336.5,2779500,1147872
2016-06-12,国五98#车用汽油,1,1,65000,15000,65000,15000.0,65000,15000
2016-06-13,国五92#车用汽油,237,237,54000,4737,54500,19123.0,12888500,4448108
2016-06-13,国五95#车用汽油,56,56,60000,1704,60500,24296.0,3383000,1405175
2016-06-13,国五98#车用汽油,1,1,65000,37000,65000,37000.0,65000,37000
2016-06-14,国五92#车用汽油,233,233,54000,4781,54500,19123.0,12672000,4431757
2016-06-14,国五95#车用汽油,54,54,60000,9524,60500,24296.0,3263000,1333204
2016-06-15,国五92#车用汽油,248,248,54000,9474,54500,19123.0,13487000,4787330
2016-06-15,国五95#车用汽油,50,50,60000,4802,60500,24824.5,3018000,1182314
2016-06-15,国五98#车用汽油,1,1,65000,47450,65000,47450.0,65000,47450
2016-06-16,国五92#车用汽油,242,242,54000,2868,54500,19123.0,13161500,4481099
2016-06-16,国五95#车用汽油,58,58,60000,9524,60500,22807.5,3502000,1407619
2016-06-16,国五98#车用汽油,2,2,65000,10000,65000,15000.0,130000,30000
2016-06-17,国五92#车用汽油,263,263,54000,1042,54500,19123.0,14301500,4733422
2016-06-17,国五95#车用汽油,60,60,60000,9524,60500,19206.0,3626000,1409543
2016-06-18,国五92#车用汽油,220,220,54000,4737,54500,19123.0,11965500,4028019
2016-06-18,国五95#车用汽油,49,49,60000,6434,60500,22279.0,2961000,1132610
2016-06-18,国五98#车用汽油,1,1,65000,20000,65000,20000.0,65000,20000
2016-06-19,国五92#车用汽油,172,172,54000,7075,54500,19123.0,9355000,3194150
2016-06-19,国五95#车用汽油,40,40,60000,4802,60500,21415.0,2415500,920811
2016-06-19,国五98#车用汽油,1,1,65000,20000,65000,20000.0,65000,20000
2016-06-20,国五92#车用汽油,255,255,54000,4737,54500,19123.0,13874500,4838144
2016-06-20,国五95#车用汽油,54,54,60000,9603,60500,24720.5,3263000,1381111
2016-06-21,国五92#车用汽油,230,230,54000,1895,54500,19123.0,12512500,4251528
2016-06-21,国五95#车用汽油,52,52,60000,1660,60500,23816.0,3145500,1258041
2016-06-22,国五92#车用汽油,264,264,54000,1912,54500,19123.0,14361500,5003783
2016-06-22,国五95#车用汽油,51,51,60000,7683,60500,19206.0,3079500,1245809
2016-06-22,国五98#车用汽油,1,1,65000,20000,65000,20000.0,65000,20000
2016-06-23,国五92#车用汽油,275,275,54000,1895,54500,19123.0,14958000,5094243
2016-06-23,国五95#车用汽油,50,50,60000,6338,60500,25109.5,3018500,1243133
2016-06-23,国五98#车用汽油,2,2,65000,20000,65000,31750.0,130000,63500
2016-06-24,国五92#车用汽油,261,261,54000,956,54500,19123.0,14199500,4898794
2016-06-24,国五95#车用汽油,66,66,60000,960,60500,24104.0,3988500,1552570
2016-06-25,国五92#车用汽油,207,207,54000,4737,54500,19123.0,11262500,3891804
2016-06-25,国五95#车用汽油,56,56,60000,9603,60500,24392.0,3385000,1422664
2016-06-26,国五92#车用汽油,181,181,54000,4781,54500,18932.0,9842500,3190480
2016-06-26,国五95#车用汽油,34,34,60000,9603,60500,22591.5,2053500,828291
2016-06-26,国五98#车用汽油,2,2,65000,32000,65000,44750.0,130000,89500
2016-06-27,国五92#车用汽油,234,234,54000,4781,54500,19123.0,12731500,4439065
2016-06-27,国五95#车用汽油,70,70,60000,7779,60500,23768.0,4229500,1769998
2016-06-27,国五98#车用汽油,2,2,65000,18000,65000,24000.0,130000,48000
2016-06-28,国五92#车用汽油,209,209,54000,4111,54500,19123.0,11372000,3886460
2016-06-28,国五95#车用汽油,45,45,60000,4802,60500,24008.0,2720000,1147344
2016-06-28,国五98#车用汽油,1,1,65000,38600,65000,38600.0,65000,38600
2016-06-29,国五92#车用汽油,175,175,54000,4737,54500,19123.0,9527000,3328568
2016-06-29,国五95#车用汽油,46,46,60000,9603,60500,24584.0,2782000,1172222
2016-06-30,国五92#车用汽油,219,219,54000,1912,54500,19123.0,11914000,4113076
2016-06-30,国五95#车用汽油,41,41,60000,9603,60500,24488.0,2474500,1070797
2016-06-30,国五98#车用汽油,1,1,65000,41500,65000,41500.0,65000,41500
2016-07-01,国五92#车用汽油,249,249,54000,947,54500,19123.0,13541000,4573566
2016-07-01,国五95#车用汽油,62,62,60000,9524,60500,25592.5,3748000,1547331
2016-07-01,国五98#车用汽油,2,2,65000,20000,65000,27450.0,130000,54900
2016-07-02,国五92#车用汽油,193,193,54000,2842,54500,19123.0,10492500,3739234
2016-07-02,国五95#车用汽油,36,36,60000,6667,60500,27225.0,2176000,918274
2016-07-03,国五92#车用汽油,137,137,54000,5163,54500,19123.0,7450000,2419174
2016-07-03,国五95#车用汽油,26,26,60000,9603,60500,28210.0,1571500,670807
2016-07-03,国五98#车用汽油,4,4,65000,15000,65000,19500.0,260000,84000
2016-07-04,国五92#车用汽油,219,219,54000,7649,54500,19123.0,11914000,4085517
2016-07-04,国五95#车用汽油,53,53,60000,4802,60500,24968.0,3204500,1329063
2016-07-04,国五98#车用汽油,1,1,65000,31100,65000,31100.0,65000,31100
2016-07-05,国五92#车用汽油,223,223,54000,5684,54500,19123.0,12124500,4228285
2016-07-05,国五95#车用汽油,53,53,60000,9603,60500,24224.0,3203500,1384076
2016-07-05,国五98#车用汽油,2,2,65000,20000,65000,26800.0,130000,53600
2016-07-06,国五92#车用汽油,191,191,54000,4737,54500,19123.0,10392000,3636833
2016-07-06,国五95#车用汽油,51,51,60000,9524,60500,23528.0,3082500,1221995
2016-07-06,国五98#车用汽油,2,2,65000,20000,65000,20500.0,130000,41000
2016-07-07,国五92#车用汽油,217,217,54000,4737,54500,19123.0,11797000,4220591
2016-07-07,国五95#车用汽油,52,52,60000,8571,60500,25928.5,3142500,1355103
2016-07-07,国五98#车用汽油,1,1,65000,35200,65000,35200.0,65000,35200
2016-07-08,国五92#车用汽油,223,223,54000,2842,54500,19123.0,12125000,4219946
2016-07-08,国五95#车用汽油,60,60,60000,9524,60500,22039.5,3625000,1401424
2016-07-08,国五98#车用汽油,1,1,65000,52000,65000,52000.0,65000,52000
2016-07-09,国五92#车用汽油,201,201,54000,1912,54500,18947.0,10932500,3591970
2016-07-09,国五95#车用汽油,55,55,60000,9524,60500,28041.0,3322000,1391951
2016-07-09,国五98#车用汽油,1,1,65000,20000,65000,20000.0,65000,20000
2016-07-10,国五92#车用汽油,137,137,54000,3316,54500,19123.0,7452500,2558953
2016-07-10,国五95#车用汽油,31,31,60000,9524,60500,19494.0,1870000,708440
2016-07-10,国五98#车用汽油,2,2,65000,26600,65000,33300.0,130000,66600
2016-07-11,国五92#车用汽油,229,229,54000,4781,54500,19123.0,12460000,4198878
2016-07-11,国五95#车用汽油,45,45,60000,9603,60500,24008.0,2719500,1110833
2016-07-12,国五92#车用汽油,183,183,54000,4737,54500,18947.0,9952500,3218984
2016-07-12,国五95#车用汽油,44,44,60000,9524,60500,22811.5,2657500,1041197
2016-07-13,国五92#车用汽油,189,189,54000,1912,54500,19123.0,10277000,3622500
2016-07-13,国五95#车用汽油,36,36,60000,9603,60500,22824.0,2174500,857356
2016-07-14,国五92#车用汽油,183,183,54000,4781,54500,19123.0,9955500,3452393
2016-07-14,国五95#车用汽油,67,67,60000,9524,60500,24008.0,4048000,1726627
2016-07-14,国五98#车用汽油,1,1,65000,28800,65000,28800.0,65000,28800
2016-07-15,国五92#车用汽油,199,199,54000,1912,54500,19123.0,10822000,3712348
2016-07-15,国五95#车用汽油,57,57,60000,13649,60500,24200.0,3445000,1460389
2016-07-15,国五98#车用汽油,1,1,65000,46500,65000,46500.0,65000,46500
2016-07-16,国五92#车用汽油,192,192,54000,4781,54500,19123.0,10446000,3613326
2016-07-16,国五95#车用汽油,43,43,60000,9524,60500,19206.0,2599500,934907
2016-07-16,国五98#车用汽油,1,1,65000,44600,65000,44600.0,65000,44600
2016-07-17,国五92#车用汽油,141,141,54000,4737,54500,19123.0,7671000,2633944
2016-07-17,国五95#车用汽油,23,23,60000,9524,60500,19206.0,1388500,520506
2016-07-18,国五92#车用汽油,205,205,54000,3825,54500,19123.0,11150000,3889458
2016-07-18,国五95#车用汽油,51,51,60000,9524,60500,28425.0,3082500,1334911
2016-07-18,国五98#车用汽油,1,1,65000,15500,65000,15500.0,65000,15500
2016-07-19,国五92#车用汽油,228,228,54000,4781,54500,19123.0,12401500,4168233
2016-07-19,国五95#车用汽油,50,50,60000,9524,60500,27129.0,3019500,1266324
2016-07-20,国五92#车用汽油,223,223,54000,3825,54500,19123.0,12129000,4206417
2016-07-20,国五95#车用汽油,53,53,60000,9603,60500,23144.0,3204000,1307213
2016-07-20,国五98#车用汽油,2,2,65000,30000,65000,35300.0,130000,70600
2016-07-21,国五92#车用汽油,217,217,53000,2868,54500,19123.0,11797000,3855106
2016-07-21,国五95#车用汽油,48,48,59000,9524,60500,20032.5,2899500,1130183
2016-07-21,国五98#车用汽油,2,2,65000,38000,65000,40550.0,130000,81100
2016-07-22,国五92#车用汽油,221,221,53000,4732,53500,19107.0,11795500,4124603
2016-07-22,国五95#车用汽油,49,49,59000,9597,59500,21113.0,2913500,1218025
2016-07-22,国五98#车用汽油,2,2,64000,10000,64000,20250.0,128000,40500
2016-07-23,国五92#车用汽油,221,221,53000,946,53500,19107.0,11800500,3996083
2016-07-23,国五95#车用汽油,50,50,59000,960,59500,19194.0,2972500,1167089
2016-07-24,国五92#车用汽油,189,189,53000,4777,53500,19107.0,10091500,3519070
2016-07-24,国五95#车用汽油,25,25,59000,9597,59500,28790.0,1486500,650127
2016-07-25,国五92#车用汽油,230,230,53000,3821,53500,19107.0,12282000,4186222
2016-07-25,国五95#车用汽油,65,65,59000,4798,59500,23032.0,3863500,1599586
2016-07-25,国五98#车用汽油,2,2,64000,40500,64000,40500.0,128000,81000
2016-07-26,国五92#车用汽油,216,216,53000,4777,53500,19107.0,11533500,3873514
2016-07-26,国五95#车用汽油,56,56,59000,9516,59500,21977.0,3328000,1325860
2016-07-27,国五92#车用汽油,220,220,53000,4777,53500,18929.0,11744500,4018706
2016-07-27,国五95#车用汽油,50,50,59000,9597,59500,23992.0,2972000,1236840
2016-07-27,国五98#车用汽油,2,2,64000,30000,64000,34250.0,128000,68500
2016-07-28,国五92#车用汽油,252,252,53000,1911,53500,19107.0,13453000,4606513
2016-07-28,国五95#车用汽油,47,47,59000,9597,59500,19769.0,2792500,1082091
2016-07-29,国五92#车用汽油,243,243,53000,955,53500,18929.0,12974500,4280776
2016-07-29,国五95#车用汽油,60,60,59000,9516,59500,26679.0,3566000,1530181
2016-07-29,国五98#车用汽油,2,2,64000,20500,64000,25250.0,128000,50500
2016-07-30,国五92#车用汽油,228,228,53000,3821,53500,19107.0,12176500,4038357
2016-07-30,国五95#车用汽油,55,55,59000,9597,59500,20345.0,3268000,1262158
2016-07-30,国五98#车用汽油,3,3,64000,30000,64000,34000.0,192000,111400
2016-07-31,国五92#车用汽油,173,173,53000,4777,53500,18929.0,9232000,3115977
2016-07-31,国五95#车用汽油,36,36,59000,4758,59500,19194.0,2137000,806452
2016-07-31,国五98#车用汽油,1,1,64000,20000,64000,20000.0,64000,20000
2016-08-01,国五92#车用汽油,243,243,53000,1221,53500,19107.0,12982000,4322355
2016-08-01,国五95#车用汽油,64,64,59000,9597,59500,25468.5,3806000,1680220
2016-08-02,国五92#车用汽油,96,96,53000,9464,53500,18929.0,5123500,1685541
2016-08-02,国五95#车用汽油,27,27,59000,9516,59500,19194.0,1602000,618099
2016-08-03,国五92#车用汽油,207,207,53000,4732,53500,19107.0,11054000,3865353
2016-08-03,国五95#车用汽油,55,55,59000,9597,59500,25527.0,3269500,1371363
2016-08-04,国五92#车用汽油,229,229,51500,1893,53500,18899.0,12201500,3966234
2016-08-04,国五95#车用汽油,37,37,57500,9597,59500,23992.0,2198000,871239
2016-08-05,国五92#车用汽油,242,242,51500,4725,52000,18899.0,12554000,4241722
2016-08-05,国五95#车用汽油,72,72,57500,9587,58000,22190.0,4171000,1738690
2016-08-05,国五98#车用汽油,1,1,62000,28800,62000,28800.0,62000,28800
2016-08-06,国五92#车用汽油,258,258,51500,2862,52000,18899.0,13389500,4646251
2016-08-06,国五95#车用汽油,55,55,57500,9587,58000,19483.0,3185000,1323667
2016-08-06,国五98#车用汽油,2,2,62000,5000,62000,12500.0,124000,25000
2016-08-07,国五92#车用汽油,170,170,51500,4771,52000,17585.0,8818000,2890549
2016-08-07,国五95#车用汽油,36,36,57500,3835,58000,19174.0,2085500,782581
2016-08-07,国五98#车用汽油,1,1,62000,39700,62000,39700.0,62000,39700
2016-08-08,国五92#车用汽油,271,271,51500,4725,52000,19083.0,14063500,4834470
2016-08-08,国五95#车用汽油,61,61,57500,9587,58000,22529.0,3532500,1493736
2016-08-09,国五92#车用汽油,223,223,51500,1701,52000,19083.0,11577000,4136676
2016-08-09,国五95#车用汽油,55,55,57500,9504,58000,22050.0,3184500,1293544
2016-08-09,国五98#车用汽油,1,1,62000,39200,62000,39200.0,62000,39200
2016-08-10,国五92#车用汽油,204,204,51500,3435,52000,18219.0,10589000,3533819
2016-08-10,国五95#车用汽油,40,40,57500,9504,58000,22133.5,2316500,988707
2016-08-11,国五92#车用汽油,210,210,51500,7633,52000,18899.0,10906000,3705615
2016-08-11,国五95#车用汽油,49,49,57500,9504,58000,23983.0,2838000,1164445
2016-08-11,国五98#车用汽油,1,1,62000,37500,62000,37500.0,62000,37500
2016-08-12,国五92#车用汽油,237,237,51500,954,52000,19083.0,12290000,4359851
2016-08-12,国五95#车用汽油,56,56,57500,9587,58000,22909.0,3244000,1329550
2016-08-12,国五98#车用汽油,2,2,62000,30000,62000,33800.0,124000,67600
2016-08-13,国五92#车用汽油,233,233,51500,1373,52000,18899.0,12091500,4110069
2016-08-13,国五95#车用汽油,57,57,57500,9587,58000,22050.0,3303000,1345515
2016-08-13,国五98#车用汽油,3,3,62000,21000,62000,36600.0,186000,98600
2016-08-14,国五92#车用汽油,185,185,51500,4771,52000,18899.0,9600500,3190681
2016-08-14,国五95#车用汽油,30,30,57500,9504,58000,21810.0,1738500,720143
2016-08-14,国五98#车用汽油,1,1,62000,5000,62000,5000.0,62000,5000
2016-08-15,国五92#车用汽油,210,210,51500,4771,52000,19083.0,10894500,3899692
2016-08-15,国五95#车用汽油,54,54,57500,9587,58000,20132.5,3128500,1313961
2016-08-15,国五98#车用汽油,3,3,62000,20000,62000,27800.0,186000,85800
2016-08-16,国五92#车用汽油,218,218,51500,4771,52000,18991.0,11315000,3900936
2016-08-16,国五95#车用汽油,62,62,57500,9504,58000,23967.0,3592500,1492148
2016-08-17,国五92#车用汽油,240,240,51500,4771,52000,19083.0,12452000,4433392
2016-08-17,国五95#车用汽油,53,53,57500,14380,58000,23650.0,3069500,1316141
2016-08-17,国五98#车用汽油,1,1,62000,37000,62000,37000.0,62000,37000
2016-08-18,国五92#车用汽油,207,207,51500,4771,52000,19083.0,10743000,3759538
2016-08-18,国五95#车用汽油,74,74,57500,9504,58000,22529.0,4286500,1739557
2016-08-18,国五98#车用汽油,1,1,62000,40500,62000,40500.0,62000,40500
2016-08-19,国五92#车用汽油,238,238,52500,4137,53000,19099.0,12608500,4258907
2016-08-19,国五95#车用汽油,58,58,58500,3837,59000,23984.0,3421000,1450027
2016-08-19,国五98#车用汽油,1,1,63000,20000,63000,20000.0,63000,20000
2016-08-20,国五92#车用汽油,240,240,53000,2865,53000,19099.0,12720000,4123878
2016-08-20,国五95#车用汽油,52,52,59000,1953,59000,19570.5,3068000,1213305
2016-08-20,国五98#车用汽油,1,1,63000,30000,63000,30000.0,63000,30000
2016-08-21,国五92#车用汽油,120,120,53000,4775,53000,19099.0,6360000,2187495
2016-08-21,国五95#车用汽油,29,29,59000,9593,59000,19187.0,1711000,668329
2016-08-22,国五92#车用汽油,47,47,53000,4488,53000,18526.0,2491000,808069
2016-08-22,国五95#车用汽油,15,15,59000,9593,59000,20146.0,885000,325986
2016-08-23,国五92#车用汽油,226,226,53000,4775,53000,18622.0,11978000,4003655
2016-08-23,国五95#车用汽油,55,55,59000,4797,59000,20146.0,3245000,1335302
2016-08-24,国五92#车用汽油,228,228,53000,4297,53000,19099.0,12084000,4344468
2016-08-24,国五95#车用汽油,58,58,59000,14390,59000,23984.0,3422000,1423479
2016-08-24,国五98#车用汽油,2,2,63000,15000,63000,25550.0,126000,51100
2016-08-25,国五92#车用汽油,249,249,53000,4775,53000,18714.0,13197000,4372516
2016-08-25,国五95#车用汽油,56,56,59000,9593,59000,25710.5,3304000,1384684
2016-08-25,国五98#车用汽油,2,2,63000,20000,63000,25000.0,126000,50000
2016-08-26,国五92#车用汽油,251,251,53000,1432,53000,19099.0,13303000,4584418
2016-08-26,国五95#车用汽油,57,57,59000,18803,59000,25902.0,3363000,1450680
