date,goods_name,len_p,len_n,min_p,min_n,m_p,m_n,sum_p,sum_n
2017-08-17,国五92#车用汽油,351,351,53500,3722,53500,18609.0,18778500,6340953
2017-08-17,国五95#车用汽油,94,94,59500,4685,59500,21738.5,5593000,2244924
2017-08-18,国五92#车用汽油,361,361,53500,1396,53500,18609.0,19313500,6412729
2017-08-18,国五95#车用汽油,93,93,59500,4685,59500,23425.0,5533500,2290271
2017-08-18,国五98#车用汽油,1,1,68500,20000,68500,20000.0,68500,20000
2017-08-19,国五92#车用汽油,356,356,53500,1396,53500,18609.0,19046000,6541692
2017-08-19,国五95#车用汽油,95,95,59500,9370,59500,22394.0,5652500,2263900
2017-08-20,国五92#车用汽油,265,265,53500,990,53500,18609.0,14177500,4701999
2017-08-20,国五95#车用汽油,69,69,59500,7496,59500,22113.0,4105500,1700528
2017-08-21,国五92#车用汽油,360,360,53500,2140,53500,18609.0,19260000,6440782
2017-08-21,国五95#车用汽油,94,94,59500,9370,59500,24456.0,5593000,2293464
2017-08-22,国五92#车用汽油,339,339,53500,1861,53500,18609.0,18136500,6036032
2017-08-22,国五95#车用汽油,88,88,59500,4685,59500,22488.0,5236000,2058808
2017-08-23,国五92#车用汽油,224,224,53500,5117,53500,18609.0,11984000,4124011
2017-08-23,国五95#车用汽油,51,51,59500,4685,59500,23800.0,3034500,1241737
2017-08-24,国五92#车用汽油,332,332,53500,2791,53500,18609.0,17762000,5947092
2017-08-24,国五95#车用汽油,87,87,59500,8433,59500,23519.0,5176500,2147074
2017-08-25,国五92#车用汽油,378,378,53500,4652,53500,18609.0,20223000,6801394
2017-08-25,国五95#车用汽油,66,66,59500,9370,59500,22019.5,3927000,1592872
2017-08-26,国五92#车用汽油,317,317,53500,931,53500,18609.0,16959500,5708909
2017-08-26,国五95#车用汽油,82,82,59500,7496,59500,24673.0,4879000,1981308
2017-08-27,国五92#车用汽油,157,157,53500,4652,53500,18388.0,8399500,2686897
2017-08-27,国五95#车用汽油,40,40,59500,9370,59500,21785.5,2380000,946094
2017-08-28,国五92#车用汽油,285,285,53500,1861,53500,18609.0,15247500,5228383
2017-08-28,国五95#车用汽油,67,67,59500,9370,59500,21832.0,3986500,1615322
2017-08-29,国五92#车用汽油,317,317,53500,930,53500,18609.0,16959500,5502589
2017-08-29,国五95#车用汽油,81,81,59500,9370,59500,23706.0,4819500,2027681
2017-08-30,国五92#车用汽油,319,319,53500,3722,53500,18609.0,17066500,5881799
2017-08-30,国五95#车用汽油,82,82,59500,9370,59500,26002.0,4879000,2072366
2017-08-30,国五98#车用汽油,1,1,68500,25500,68500,25500.0,68500,25500
2017-08-31,国五92#车用汽油,290,290,53500,4652,53500,18609.0,15515000,4932409
2017-08-31,国五95#车用汽油,86,86,59500,2249,59500,26564.0,5117000,2111880
2017-09-01,国五92#车用汽油,300,300,53500,1303,53500,18609.0,16050000,5390519
2017-09-01,国五95#车用汽油,84,84,59500,9370,59500,24362.0,4998000,2120577
2017-09-02,国五92#车用汽油,316,316,53500,1861,53500,18609.0,16906000,5741475
2017-09-02,国五95#车用汽油,77,77,59500,1406,59500,24737.0,4581500,1871483
2017-09-03,国五92#车用汽油,205,205,53500,1081,53500,18609.0,10967500,3680837
2017-09-03,国五95#车用汽油,63,63,59500,937,59500,23425.0,3748500,1506854
2017-09-04,国五92#车用汽油,255,255,53500,3722,53500,18609.0,13642500,4596559
2017-09-04,国五95#车用汽油,66,66,59500,14055,59500,27173.0,3927000,1747611
2017-09-05,国五92#车用汽油,261,261,53500,4652,53500,18609.0,13963500,4592748
2017-09-05,国五95#车用汽油,63,63,59500,9370,59500,22582.0,3748500,1507714
2017-09-06,国五92#车用汽油,292,292,53500,6513,53500,18609.0,15622000,5400737
2017-09-06,国五95#车用汽油,76,76,59500,9370,59500,26658.0,4522000,1886570
2017-09-07,国五92#车用汽油,284,284,53500,2146,53500,18609.0,15194000,5167526
2017-09-07,国五95#车用汽油,54,54,59500,9370,59500,28110.0,3213000,1438228
2017-09-08,国五92#车用汽油,302,302,53500,930,53500,18609.0,16157000,5347261
2017-09-08,国五95#车用汽油,90,90,59500,9370,59500,24801.5,5355000,2304281
2017-09-09,国五92#车用汽油,296,296,53500,2791,53500,18609.0,15836000,5185233
2017-09-09,国五95#车用汽油,73,73,59500,9370,59500,28110.0,4343500,1869472
2017-09-10,国五92#车用汽油,225,225,53500,1861,53500,18609.0,12037500,3979259
2017-09-10,国五95#车用汽油,61,61,59500,1101,59500,19209.0,3629500,1372078
2017-09-11,国五92#车用汽油,295,295,53500,4652,53500,18609.0,15782500,5252414
2017-09-11,国五95#车用汽油,59,59,59500,13292,59500,27173.0,3510500,1545173
2017-09-12,国五92#车用汽油,302,302,53500,3722,53500,18609.0,16157000,5401470
2017-09-12,国五95#车用汽油,82,82,59500,6017,59500,22254.0,4879000,2063348
2017-09-13,国五92#车用汽油,264,264,53500,2140,53500,18609.0,14124000,4593782
2017-09-13,国五95#车用汽油,82,82,59500,6278,59500,24503.0,4879000,2047472
2017-09-14,国五92#车用汽油,305,305,53500,1396,53500,18609.0,16317500,5602487
2017-09-14,国五95#车用汽油,80,80,59500,8527,59500,27501.5,4760000,2050349
2017-09-15,国五92#车用汽油,285,285,53500,2791,53500,18609.0,15247500,5228173
2017-09-15,国五95#车用汽油,88,88,59500,9370,59500,27735.5,5236000,2326608
2017-09-16,国五92#车用汽油,282,282,53500,4652,53500,18609.0,15087000,4999779
2017-09-16,国五95#车用汽油,95,95,59500,1071,59500,23800.0,5652500,2598683
2017-09-17,国五92#车用汽油,240,240,53500,930,53500,18609.0,12840000,4247101
2017-09-17,国五95#车用汽油,69,69,59500,3935,59500,21739.0,4105500,1577666
2017-09-18,国五92#车用汽油,288,288,53500,2791,53500,18609.0,15408000,5267448
2017-09-18,国五95#车用汽油,83,83,59500,9370,59500,23331.0,4938500,1948875
2017-09-19,国五92#车用汽油,305,305,53500,1675,53500,18609.0,16317500,5442757
2017-09-19,国五95#车用汽油,98,98,59500,4685,59500,24081.0,5831000,2417669
2017-09-20,国五92#车用汽油,341,341,53500,2791,53500,18609.0,18243500,5979434
2017-09-20,国五95#车用汽油,76,76,59500,9370,59500,28110.0,4522000,1959198
2017-09-21,国五92#车用汽油,277,277,53500,3257,53500,18609.0,14819500,5013310
2017-09-21,国五95#车用汽油,63,63,59500,9370,59500,24362.0,3748500,1559784
2017-09-22,国五92#车用汽油,339,339,53500,1745,53500,18609.0,18136500,5885490
2017-09-22,国五95#车用汽油,74,74,59500,4685,59500,23847.0,4403000,1796182
2017-09-23,国五92#车用汽油,288,288,53500,1033,53500,18609.0,15408000,5302193
2017-09-23,国五95#车用汽油,66,66,59500,9370,59500,22488.0,3927000,1586777
2017-09-24,国五92#车用汽油,269,269,53500,1396,53500,18609.0,14391500,4598922
2017-09-24,国五95#车用汽油,64,64,59500,9370,59500,25205.5,3808000,1634752
2017-09-25,国五92#车用汽油,334,334,53500,2791,53500,18609.0,17869000,6003737
2017-09-25,国五95#车用汽油,84,84,59500,6559,59500,28110.0,4998000,2208451
2017-09-26,国五92#车用汽油,304,304,53500,4652,53500,18609.0,16264000,5454547
2017-09-26,国五95#车用汽油,76,76,59500,9370,59500,25533.5,4522000,1940631
2017-09-27,国五92#车用汽油,319,319,53500,930,53500,18609.0,17066500,5677403
2017-09-27,国五95#车用汽油,88,88,59500,9370,59500,25205.5,5236000,2216540
2017-09-27,国五98#车用汽油,1,1,68500,20000,68500,20000.0,68500,20000
2017-09-28,国五92#车用汽油,346,346,53500,930,53500,18609.0,18511000,6157151
2017-09-28,国五95#车用汽油,89,89,59500,1124,59500,27263.0,5295500,2252179
2017-09-29,国五92#车用汽油,397,397,53500,3815,53500,18609.0,21239500,7288455
2017-09-29,国五95#车用汽油,124,124,59500,4685,59500,25393.0,7378000,3161241
2017-09-30,国五92#车用汽油,445,445,55500,2332,55500,18655.0,24697500,8146030
2017-09-30,国五95#车用汽油,104,104,59500,9389,61500,25351.0,6394000,2878424
2017-10-01,国五92#车用汽油,255,255,55500,1866,55500,18655.0,14152500,4560341
2017-10-01,国五95#车用汽油,60,60,61500,9389,61500,27464.0,3690000,1583802
2017-10-02,国五92#车用汽油,201,201,55500,1866,55500,18655.0,11155500,3663676
2017-10-02,国五95#车用汽油,60,60,61500,6854,61500,21736.0,3690000,1398973
2017-10-03,国五92#车用汽油,148,148,55500,1679,55500,18655.0,8214000,2516934
2017-10-03,国五95#车用汽油,44,44,61500,9389,61500,22412.5,2706000,977219
2017-10-04,国五92#车用汽油,140,140,55500,1866,55500,18655.0,7770000,2498959
2017-10-04,国五95#车用汽油,45,45,61500,9389,61500,18779.0,2767500,999983
2017-10-05,国五92#车用汽油,144,144,55500,5833,55500,18655.0,7992000,2670323
2017-10-05,国五95#车用汽油,33,33,61500,9389,61500,23473.0,2029500,798190
2017-10-06,国五92#车用汽油,205,205,55500,1866,55500,18655.0,11377500,3756067
2017-10-06,国五95#车用汽油,52,52,61500,9389,61500,18779.0,3198000,1094503
2017-10-07,国五92#车用汽油,232,232,55500,1026,55500,18655.0,12876000,4118089
2017-10-07,国五95#车用汽油,58,58,61500,9389,61500,26290.0,3567000,1515323
2017-10-08,国五92#车用汽油,290,290,55500,2798,55500,18655.0,16095000,5150269
2017-10-08,国五95#车用汽油,64,64,61500,9389,61500,24835.0,3936000,1599799
2017-10-09,国五92#车用汽油,285,285,55500,4664,55500,18655.0,15817500,5217208
2017-10-09,国五95#车用汽油,86,86,61500,9389,61500,27229.0,5289000,2223612
2017-10-10,国五92#车用汽油,302,302,55500,1399,55500,18655.0,16761000,5523471
2017-10-10,国五95#车用汽油,74,74,61500,9389,61500,24177.5,4551000,1851389
2017-10-11,国五92#车用汽油,333,333,55500,2798,55500,18655.0,18481500,6032598
2017-10-11,国五95#车用汽油,76,76,61500,9389,61500,25914.5,4674000,1982792
2017-10-12,国五92#车用汽油,244,244,55500,1399,55500,18655.0,13542000,4513220
2017-10-12,国五95#车用汽油,61,61,61500,6573,61500,18779.0,3751500,1426950
2017-10-13,国五92#车用汽油,378,378,55500,4664,55500,18655.0,20979000,7119984
2017-10-13,国五95#车用汽油,95,95,61500,9389,61500,25445.0,5842500,2466539
2017-10-14,国五92#车用汽油,335,335,55500,1399,55500,18655.0,18592500,6210840
2017-10-14,国五95#车用汽油,73,73,61500,9389,61500,25821.0,4489500,1849807
2017-10-15,国五92#车用汽油,225,225,55500,2798,55500,18655.0,12487500,3943890
2017-10-15,国五95#车用汽油,47,47,61500,9389,61500,24412.0,2890500,1147174
2017-10-16,国五92#车用汽油,306,306,55500,2985,55500,18655.0,16983000,5643934
2017-10-16,国五95#车用汽油,77,77,61500,9389,61500,28168.0,4735500,2053792
2017-10-17,国五92#车用汽油,332,332,55500,4664,55500,18655.0,18426000,6014571
2017-10-17,国五95#车用汽油,86,86,61500,9389,61500,28168.0,5289000,2323862
2017-10-18,国五92#车用汽油,284,284,55500,4664,55500,18655.0,15762000,4984524
2017-10-18,国五95#车用汽油,97,97,61500,9389,61500,28168.0,5965500,2555830
2017-10-19,国五92#车用汽油,345,345,55500,4664,55500,18655.0,19147500,6369230
2017-10-19,国五95#车用汽油,63,63,61500,9389,61500,24600.0,3874500,1607502
2017-10-20,国五92#车用汽油,301,301,55500,2239,55500,18655.0,16705500,5530246
2017-10-20,国五95#车用汽油,75,75,61500,7511,61500,24600.0,4612500,1801628
2017-10-21,国五92#车用汽油,293,293,55500,1866,55500,18655.0,16261500,5168297
2017-10-21,国五95#车用汽油,89,89,61500,4695,61500,26290.0,5473500,2231171
2017-10-22,国五92#车用汽油,280,280,55500,2332,55500,18655.0,15540000,5178718
2017-10-22,国五95#车用汽油,53,53,61500,9389,61500,24131.0,3259500,1271788
2017-10-23,国五92#车用汽油,300,300,55500,1866,55500,18655.0,16650000,5475530
2017-10-23,国五95#车用汽油,69,69,61500,9389,61500,27511.0,4243500,1791296
2017-10-24,国五92#车用汽油,282,282,55500,1866,55500,18655.0,15651000,5212708
2017-10-24,国五95#车用汽油,79,79,61500,2817,61500,28168.0,4858500,2125503
2017-10-25,国五92#车用汽油,329,329,55500,3078,55500,18655.0,18259500,5826683
2017-10-25,国五95#车用汽油,93,93,61500,7511,61500,24600.0,5719500,2337114
2017-10-26,国五92#车用汽油,309,309,55500,1679,55500,18655.0,17149500,5587781
2017-10-26,国五95#车用汽油,90,90,61500,9389,61500,24177.5,5535000,2215793
2017-10-27,国五92#车用汽油,338,338,55500,4664,55500,18655.0,18759000,6227007
2017-10-27,国五95#车用汽油,98,98,61500,9389,61500,24506.0,6027000,2449487
2017-10-28,国五92#车用汽油,308,308,55500,4664,55500,18655.0,17094000,5463761
2017-10-28,国五95#车用汽油,68,68,61500,9389,61500,25351.0,4182000,1767913
2017-10-29,国五92#车用汽油,245,245,55500,2276,55500,18655.0,13597500,4502707
2017-10-29,国五95#车用汽油,77,77,61500,9389,61500,23473.0,4735500,1854342
2017-10-30,国五92#车用汽油,338,338,55500,933,55500,18655.0,18759000,6202425
2017-10-30,国五95#车用汽油,103,103,61500,3005,61500,23473.0,6334500,2514489
2017-10-31,国五92#车用汽油,317,317,55500,1388,55500,18655.0,17593500,5868248
2017-10-31,国五95#车用汽油,84,84,61500,1878,61500,26290.0,5166000,2129203
2017-11-01,国五92#车用汽油,294,294,55500,1866,55500,18655.0,16317000,5482319
2017-11-01,国五95#车用汽油,71,71,61500,9389,61500,23473.0,4366500,1765672
2017-11-02,国五92#车用汽油,333,333,55500,4664,55500,18655.0,18481500,6259330
2017-11-02,国五95#车用汽油,74,74,61500,7981,61500,24506.0,4551000,1755380
2017-11-03,国五92#车用汽油,296,296,56800,3880,56800,18684.0,16812800,5260700
2017-11-03,国五95#车用汽油,76,76,62800,1880,62800,28204.0,4772800,2007908
2017-11-04,国五92#车用汽油,273,273,56800,2803,56800,18684.0,15506400,5082275
2017-11-04,国五95#车用汽油,58,58,62800,9401,62800,24781.5,3642400,1451932
2017-11-05,国五92#车用汽油,220,220,56800,3283,56800,18684.0,12496000,4136195
2017-11-05,国五95#车用汽油,57,57,62800,1222,62800,20213.0,3579600,1395867
2017-11-06,国五92#车用汽油,320,320,56800,2803,56800,18684.0,18176000,5992092
2017-11-06,国五95#车用汽油,89,89,62800,9401,62800,26135.0,5589200,2273018
2017-11-07,国五92#车用汽油,289,289,56800,1401,56800,18684.0,16415200,5344382
2017-11-07,国五95#车用汽油,90,90,62800,9401,62800,22845.0,5652000,2221119
2017-11-08,国五92#车用汽油,299,299,56800,1868,56800,18684.0,16983200,5428487
2017-11-08,国五95#车用汽油,83,83,62800,9401,62800,20213.0,5212400,1957108
2017-11-09,国五92#车用汽油,310,310,56800,1401,56800,18684.0,17608000,5667773
2017-11-09,国五95#车用汽油,89,89,62800,1880,62800,25853.0,5589200,2223219
2017-11-10,国五92#车用汽油,340,340,56800,1401,56800,18684.0,19312000,6326598
2017-11-10,国五95#车用汽油,86,86,62800,9401,62800,28204.0,5400800,2257347
2017-11-11,国五92#车用汽油,313,313,56800,4671,56800,18684.0,17778400,5881155
2017-11-11,国五95#车用汽油,76,76,62800,9401,62800,28063.0,4772800,2017441
2017-11-12,国五92#车用汽油,262,262,56800,3176,56800,18684.0,14881600,4810493
2017-11-12,国五95#车用汽油,56,56,62800,9401,62800,26699.0,3516800,1420527
2017-11-13,国五92#车用汽油,299,299,56800,1308,56800,18684.0,16983200,5647752
2017-11-13,国五95#车用汽油,80,80,62800,9401,62800,28204.0,5024000,2073124
2017-11-14,国五92#车用汽油,249,249,56800,4671,56800,18684.0,14143200,4630086
2017-11-14,国五95#车用汽油,77,77,62800,6581,62800,24443.0,4835600,1949671
2017-11-15,国五92#车用汽油,358,358,56800,2803,56800,18684.0,20334400,6718245
2017-11-15,国五95#车用汽油,108,108,62800,4701,62800,28204.0,6782400,2839196
2017-11-16,国五92#车用汽油,348,348,56800,2055,56800,18684.0,19766400,6389395
2017-11-16,国五95#车用汽油,107,107,62800,9401,62800,27734.0,6719600,3002469
2017-11-17,国五92#车用汽油,305,305,59300,2810,59300,18736.0,18086500,5560265
2017-11-17,国五95#车用汽油,84,84,65300,9423,65300,26252.0,5485200,2202528
2017-11-18,国五92#车用汽油,308,308,59300,937,59300,18736.0,18264400,5697174
2017-11-18,国五95#车用汽油,76,76,65300,3769,65300,23180.0,4962800,1843403
2017-11-18,国五98#车用汽油,1,1,69000,23000,69000,23000.0,69000,23000
2017-11-19,国五92#车用汽油,250,250,59300,937,59300,18736.0,14825000,4721487
2017-11-19,国五95#车用汽油,74,74,65300,8009,65300,25964.0,4832200,1833518
2017-11-20,国五92#车用汽油,337,337,59300,1405,59300,18736.0,19984100,6408063
2017-11-20,国五95#车用汽油,102,102,65300,1763,65300,28268.0,6660600,2696251
2017-11-21,国五92#车用汽油,399,399,59300,1874,59300,18736.0,23660700,7961049
2017-11-21,国五95#车用汽油,109,109,65300,9423,65300,25442.0,7117700,2817184
2017-11-21,国五98#车用汽油,1,1,69000,16000,69000,16000.0,69000,16000
2017-11-22,国五92#车用汽油,284,284,59300,3279,59300,18736.0,16841200,5389092
2017-11-22,国五95#车用汽油,88,88,65300,9423,65300,28268.0,5746400,2410166
2017-11-23,国五92#车用汽油,324,324,59300,1874,59300,18736.0,19213200,6162478
2017-11-23,国五95#车用汽油,68,68,65300,8669,65300,18846.0,4440400,1595380
2017-11-24,国五92#车用汽油,321,321,59300,4684,59300,18736.0,19035300,6204321
2017-11-24,国五95#车用汽油,92,92,65300,9423,65300,28268.0,6007600,2434254
2017-11-25,国五92#车用汽油,305,305,59300,4684,59300,18736.0,18086500,5646067
2017-11-25,国五95#车用汽油,89,89,65300,9423,65300,26855.0,5811700,2325844
2017-11-26,国五92#车用汽油,270,270,59300,2342,59300,18736.0,16011000,5084956
2017-11-26,国五95#车用汽油,72,72,65300,9423,65300,25206.0,4701600,1854607
2017-11-27,国五92#车用汽油,322,322,59300,937,59300,18736.0,19094600,6296530
2017-11-27,国五95#车用汽油,82,82,65300,1946,65300,28268.0,5354600,2172923
2017-11-28,国五92#车用汽油,310,310,59300,2248,59300,18736.0,18383000,5584439
2017-11-28,国五95#车用汽油,99,99,65300,9423,65300,26120.0,6464700,2578914
2017-11-29,国五92#车用汽油,346,346,59300,4684,59300,18736.0,20517800,6639605
2017-11-29,国五95#车用汽油,90,90,65300,9423,65300,28268.0,5877000,2531283
2017-11-30,国五92#车用汽油,289,289,59300,4684,59300,18736.0,17137700,5647566
2017-11-30,国五95#车用汽油,66,66,65300,7538,65300,28268.0,4309800,1835690
2017-12-01,国五92#车用汽油,313,313,59300,1874,59300,18736.0,18560900,5838406
2017-12-01,国五95#车用汽油,97,97,65300,2356,65300,24311.0,6334100,2489796
2017-12-02,国五92#车用汽油,311,311,59300,4684,59300,18736.0,18442300,6079237
2017-12-02,国五95#车用汽油,74,74,65300,10836,65300,26478.0,4832200,1890312
2017-12-03,国五92#车用汽油,266,266,59300,4684,59300,18736.0,15773800,5142846
2017-12-03,国五95#车用汽油,63,63,65300,9423,65300,21672.0,4113900,1554002
2017-12-04,国五92#车用汽油,264,264,59300,2810,59300,18736.0,15655200,4922246
2017-12-04,国五95#车用汽油,75,75,65300,9423,65300,28268.0,4897500,2018188
2017-12-04,道达尔优驰92#汽油,58,58,59300,4684,59300,18736.0,3439400,1102619
2017-12-04,道达尔优驰95#汽油,15,15,65300,1696,65300,25913.0,979500,364474
2017-12-05,国五92#车用汽油,269,269,59300,3747,59300,18736.0,15951700,5003565
2017-12-05,国五95#车用汽油,76,76,65300,9423,65300,26713.5,4962800,1964819
2017-12-06,国五92#车用汽油,306,306,59300,1874,59300,18736.0,18145800,5881962
2017-12-06,国五95#车用汽油,83,83,65300,9423,65300,28268.0,5419900,2255787
2017-12-07,国五92#车用汽油,319,319,59300,937,59300,18736.0,18916700,5963975
2017-12-07,国五95#车用汽油,94,94,65300,2167,65300,26252.0,6138200,2457840
2017-12-08,国五92#车用汽油,328,328,59300,2810,59300,18736.0,19450400,6126607
2017-12-08,国五95#车用汽油,100,100,65300,2827,65300,27137.5,6530000,2585290
2017-12-09,国五92#车用汽油,338,338,59300,3091,59300,18736.0,20043400,6383361
2017-12-09,国五95#车用汽油,94,94,65300,9423,65300,27750.0,6138200,2496472
2017-12-10,国五92#车用汽油,236,236,59300,2810,59300,18736.0,13994800,4377975
2017-12-10,国五95#车用汽油,60,60,65300,9423,65300,28174.0,3918000,1619943
2017-12-11,国五92#车用汽油,320,320,59300,4684,59300,18736.0,18976000,6024518
2017-12-11,国五95#车用汽油,90,90,65300,1508,65300,28268.0,5877000,2345410
2017-12-12,国五92#车用汽油,278,278,59300,4684,59300,18736.0,16485400,5364552
2017-12-12,国五95#车用汽油,92,92,65300,4711,65300,26195.5,6007600,2348976
2017-12-13,国五92#车用汽油,322,322,59300,2155,59300,18736.0,19094600,6033254
2017-12-13,国五95#车用汽油,70,70,65300,9423,65300,28268.0,4571000,1958131
2017-12-14,国五92#车用汽油,315,315,59300,4684,59300,18736.0,18679500,5926682
2017-12-14,国五95#车用汽油,66,66,65300,2450,65300,28268.0,4309800,1723758
2017-12-15,国五92#车用汽油,334,334,59300,1405,59300,18736.0,19806200,6413490
2017-12-15,国五95#车用汽油,108,108,65300,9423,65300,25347.0,7052400,2838506
2017-12-16,国五92#车用汽油,317,317,59300,4684,59300,18736.0,18798100,5813027
2017-12-16,国五95#车用汽油,81,81,65300,9423,65300,26384.0,5289300,2153779
2017-12-17,国五92#车用汽油,264,264,59300,2810,59300,18736.0,15655200,4984144
2017-12-17,国五95#车用汽油,62,62,65300,7067,65300,24028.0,4048600,1631498
2017-12-18,国五92#车用汽油,341,341,59300,2810,59300,18736.0,20221300,6491588
2017-12-18,国五95#车用汽油,98,98,65300,9423,65300,28268.0,6399400,2760752
2017-12-19,国五92#车用汽油,292,292,59300,1874,59300,18736.0,17315600,5400194
2017-12-19,国五95#车用汽油,95,95,65300,9423,65300,28268.0,6203500,2508416
2017-12-20,国五92#车用汽油,339,339,59300,1874,59300,18736.0,20102700,6461958
2017-12-20,国五95#车用汽油,91,91,65300,9423,65300,28268.0,5942300,2493474
2017-12-21,国五92#车用汽油,332,332,59300,1874,59300,18736.0,19687600,6352240
2017-12-21,国五95#车用汽油,81,81,65300,2073,65300,28268.0,5289300,2196551
2017-12-22,国五92#车用汽油,314,314,59300,2810,59300,18736.0,18620200,6015344
2017-12-22,国五95#车用汽油,97,97,65300,6313,65300,26007.0,6334100,2431874
2017-12-23,国五92#车用汽油,327,327,59300,4684,59300,18736.0,19391100,6011172
2017-12-23,国五95#车用汽油,88,88,65300,9423,65300,27467.5,5746400,2258127
2017-12-24,国五92#车用汽油,258,258,59300,2810,59300,18736.0,15299400,5068702
2017-12-24,国五95#车用汽油,69,69,65300,9423,65300,20259.0,4505700,1729761
2017-12-24,国五98#车用汽油,1,1,69000,10000,69000,10000.0,69000,10000
2017-12-25,国五92#车用汽油,351,351,59300,1030,59300,18736.0,20814300,6715117
2017-12-25,国五95#车用汽油,107,107,65300,9423,65300,28268.0,6987100,2923826
2017-12-26,国五92#车用汽油,299,299,59300,937,59300,18736.0,17730700,5724110
2017-12-26,国五95#车用汽油,79,79,65300,1885,65300,28268.0,5158700,2079522
2017-12-26,国五98#车用汽油,1,1,69000,10000,69000,10000.0,69000,10000
2017-12-27,国五92#车用汽油,169,169,59300,1593,59300,18736.0,10021700,3244557
2017-12-27,国五95#车用汽油,49,49,65300,9423,65300,24499.0,3199700,1305384
2018-01-05,国五95#车用汽油,1,1,65300,9423,65300,9423.0,65300,9423
2018-01-10,国五95#车用汽油,1,1,65300,7444,65300,7444.0,65300,7444
2018-01-23,国五95#车用汽油,1,1,65300,9423,65300,9423.0,65300,9423
2018-01-31,国五92#车用汽油,50,50,64000,6871,64000,18824.0,3200000,1048721
2018-01-31,国五95#车用汽油,16,16,70000,18162,70000,30601.0,1120000,491136
2018-02-01,国五92#车用汽油,199,199,64000,1882,64000,19765.0,12736000,4132436
2018-02-01,国五95#车用汽油,85,85,70000,7568,70000,28000.0,5950000,2350861
2018-02-02,国五92#车用汽油,208,208,64000,4706,64000,18824.0,13312000,4201893
2018-02-02,国五95#车用汽油,62,62,70000,9459,70000,28378.0,4340000,1824504
2018-02-03,国五92#车用汽油,171,171,64000,4141,64000,18824.0,10944000,3507097
2018-02-03,国五95#车用汽油,60,60,70000,9459,70000,28378.0,4200000,1620967
2018-02-04,国五92#车用汽油,170,170,64000,4706,64000,18824.0,10880000,3382588
2018-02-04,国五95#车用汽油,52,52,70000,9459,70000,27905.0,3640000,1430373
2018-02-05,国五92#车用汽油,225,225,64000,4706,64000,18824.0,14400000,4669036
2018-02-05,国五95#车用汽油,73,73,70000,9459,70000,28378.0,5110000,2152830
2018-02-06,国五92#车用汽油,230,230,64000,3294,64000,19106.0,14720000,4816888
2018-02-06,国五95#车用汽油,66,66,70000,7568,70000,30601.0,4620000,2060742
2018-02-07,国五92#车用汽油,196,196,64000,5491,64000,18824.0,12544000,3982380
2018-02-07,国五95#车用汽油,76,76,70000,5865,70000,28378.0,5320000,2093972
2018-02-08,国五92#车用汽油,182,182,64000,2165,64000,18824.0,11648000,3613694
2018-02-08,国五95#车用汽油,58,58,70000,9459,70000,25993.5,4060000,1615292
2018-02-09,国五92#车用汽油,190,190,64000,2353,64000,19294.0,12160000,3867126
2018-02-09,国五95#车用汽油,64,64,70000,7630,70000,27668.5,4480000,1773269
2018-02-10,国五92#车用汽油,158,158,64000,2353,64000,18824.0,10112000,3090030
2018-02-10,国五95#车用汽油,56,56,70000,9459,70000,28141.5,3920000,1554947
2018-02-11,国五92#车用汽油,123,123,64000,1976,64000,18918.0,7872000,2545331
2018-02-11,国五95#车用汽油,37,37,70000,7757,70000,26297.0,2590000,1008888
2018-02-12,国五92#车用汽油,113,113,64000,9882,64000,21176.0,7232000,2507060
2018-02-12,国五95#车用汽油,48,48,70000,14000,70000,28378.0,3360000,1355726
2018-02-13,国五92#车用汽油,76,76,64000,8659,64000,20235.5,4864000,1702945
2018-02-13,国五95#车用汽油,28,28,70000,18919,70000,27668.5,1960000,764890
2018-02-13,国五98#车用汽油,1,1,69000,14000,69000,14000.0,69000,14000
2018-02-14,国五92#车用汽油,82,82,64000,1412,64000,20972.0,5248000,1775658
2018-02-14,国五95#车用汽油,31,31,70000,8514,70000,26355.0,2170000,818713
2018-02-15,国五92#车用汽油,38,38,64000,4706,64000,18824.0,2432000,792119
2018-02-15,国五95#车用汽油,26,26,70000,12014,70000,26912.5,1820000,690729
2018-02-16,国五92#车用汽油,41,41,64000,1133,64000,19012.0,2624000,816869
2018-02-16,国五95#车用汽油,12,12,70000,14189,70000,27101.0,840000,359363
2018-02-17,国五92#车用汽油,29,29,64000,9412,64000,24565.0,1856000,686670
2018-02-17,国五95#车用汽油,18,18,70000,9459,70000,26060.5,1260000,467486
2018-02-18,国五92#车用汽油,32,32,64000,9412,64000,18824.0,2048000,643666
2018-02-18,国五95#车用汽油,5,5,70000,17027,70000,18919.0,350000,143311
2018-02-19,国五92#车用汽油,34,34,64000,2353,64000,18824.0,2176000,641120
2018-02-19,国五95#车用汽油,17,17,70000,17973,70000,28378.0,1190000,488391
2018-02-20,国五92#车用汽油,47,47,64000,9412,64000,21176.0,3008000,1048752
2018-02-20,国五95#车用汽油,13,13,70000,18919,70000,28378.0,910000,387932
2018-02-21,国五92#车用汽油,43,43,64000,1107,64000,18824.0,2752000,837397
2018-02-21,国五95#车用汽油,19,19,70000,14189,70000,28378.0,1330000,531621
2018-02-22,国五92#车用汽油,68,68,64000,8565,64000,19670.5,4352000,1413658
2018-02-22,国五95#车用汽油,25,25,70000,9459,70000,28000.0,1750000,611903
